Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale,StreetType,Weekend
Malvern East,3,house,1230000.0,S,Buxton,2016-09-24,11.2,3145,3,2,2,822.0,126.0,Stonnington,-37.8787,145.0807,Southern Metropolitan,8801,15.75,-0.7341772151898734,9,46,5,Gr,1
Malvern East,2,unit,536000.0,S,Rendina,2016-09-24,11.2,3145,2,1,1,0.0,126.0,Stonnington,-37.8713,145.0515,Southern Metropolitan,8801,25.2,1.0,9,56,5,St,1
Malvern East,2,house,2412000.0,S,Jellis,2017-02-25,11.2,3145,2,1,4,1220.0,126.0,Stonnington,-37.8846,145.08700000000005,Southern Metropolitan,8801,25.2,-0.812778603268945,2,47,5,St,1
Malvern East,4,townhouse,2560000.0,PI,other,2017-02-25,11.2,3145,4,3,2,427.0,337.0,Stonnington,-37.8704,145.0503,Southern Metropolitan,8801,30.636363636363637,-0.11780104712041885,2,5,5,St,1
Malvern East,3,house,960000.0,S,other,2017-02-25,11.2,3145,3,2,1,310.0,114.0,Stonnington,-37.8733,145.0883,Southern Metropolitan,8801,14.25,-0.46226415094339623,2,47,5,other,1
Malvern East,1,unit,315000.0,S,Jellis,2016-11-27,11.2,3145,1,1,1,0.0,46.0,Stonnington,-37.8704,145.0495,Southern Metropolitan,8801,15.333333333333334,1.0,11,76,6,Rd,1
Malvern East,3,house,1297000.0,S,Marshall,2016-11-27,11.2,3145,3,1,1,333.0,147.0,Stonnington,-37.8722,145.067,Southern Metropolitan,8801,21.0,-0.3875,11,68,6,St,1
Malvern East,3,townhouse,1015000.0,S,Marshall,2016-11-27,11.2,3145,3,2,2,0.0,134.0,Stonnington,-37.8689,145.06,Southern Metropolitan,8801,16.75,1.0,11,3,6,Rd,1
Malvern East,2,unit,523000.0,S,other,2016-11-27,11.2,3145,2,1,1,0.0,62.0,Stonnington,-37.8801,145.0874,Southern Metropolitan,8801,12.4,1.0,11,56,6,St,1
Malvern East,3,house,1335000.0,S,Stockdale,2016-11-27,11.2,3145,3,2,2,606.0,133.0,Stonnington,-37.8831,145.0879,Southern Metropolitan,8801,16.625,-0.6400541271989174,11,51,6,Rd,1
Malvern East,3,house,1055000.0,PI,hockingstuart,2016-11-27,11.2,3145,3,2,1,0.0,126.0,Stonnington,-37.866,145.0402,Southern Metropolitan,8801,15.75,1.0,11,46,6,Rd,1
Malvern East,2,unit,425000.0,SP,hockingstuart,2016-11-27,11.2,3145,2,1,1,0.0,57.0,Stonnington,-37.8804,145.0501,Southern Metropolitan,8801,11.4,1.0,11,19,6,Rd,1
Malvern East,3,house,1670000.0,S,Marshall,2016-11-27,11.2,3145,3,2,1,375.0,155.0,Stonnington,-37.8777,145.0608,Southern Metropolitan,8801,19.375,-0.41509433962264153,11,96,6,Rd,1
Malvern East,4,house,1350000.0,VB,Jellis,2016-11-27,11.2,3145,4,3,2,222.0,90.0,Stonnington,-37.878,145.0666,Southern Metropolitan,8801,8.181818181818182,-0.4230769230769231,11,6,6,Rd,1
Malvern East,3,house,1650000.0,S,RT,2016-05-28,11.2,3145,3,1,2,764.0,114.0,Stonnington,-37.8814,145.0583,Southern Metropolitan,8801,16.285714285714285,-0.7403189066059226,5,91,5,Rd,1
Malvern East,4,house,1550000.0,VB,Jellis,2016-08-28,11.2,3145,4,2,4,848.0,126.0,Stonnington,-37.8847,145.076,Southern Metropolitan,8801,12.6,-0.7412731006160165,8,46,6,St,1
Malvern East,3,house,950000.0,VB,Jellis,2016-08-28,11.2,3145,3,1,1,288.0,132.0,Stonnington,-37.8752,145.0817,Southern Metropolitan,8801,18.857142857142858,-0.37142857142857144,8,17,6,St,1
Malvern East,3,house,1782500.0,S,Ray,2016-08-28,11.2,3145,3,1,2,615.0,126.0,Stonnington,-37.8846,145.0861,Southern Metropolitan,8801,18.0,-0.659919028340081,8,66,6,Gr,1
Malvern East,4,house,2490000.0,S,Marshall,2016-07-30,11.2,3145,3,2,2,640.0,126.0,Stonnington,-37.8738,145.0415,Southern Metropolitan,8801,14.0,-0.6710182767624021,7,46,5,St,1
Malvern East,2,townhouse,500000.0,SP,other,2016-07-30,11.2,3145,2,1,1,50.0,126.0,Stonnington,-37.8767,145.0469,Southern Metropolitan,8801,25.2,0.4318181818181818,7,46,5,Rd,1
Malvern East,2,townhouse,650000.0,S,Jellis,2016-07-30,11.2,3145,2,2,1,0.0,120.0,Stonnington,-37.8828,145.0528,Southern Metropolitan,8801,20.0,1.0,7,1,5,St,1
Maribyrnong,3,house,870000.0,SP,Nelson,2016-03-12,8.7,3032,3,2,2,392.0,126.0,Maribyrnong,-37.774,144.8744,Western Metropolitan,4918,15.75,-0.5135135135135135,3,46,5,Dr,1
Maribyrnong,2,unit,635000.0,PI,Nelson,2016-03-12,8.7,3032,2,2,1,0.0,126.0,Maribyrnong,-37.7865,144.9008,Western Metropolitan,4918,21.0,1.0,3,46,5,Dr,1
Maribyrnong,3,house,975000.0,PI,Burnham,2016-03-12,8.7,3032,3,1,2,597.0,154.0,Maribyrnong,-37.76300000000001,144.8877,Western Metropolitan,4918,22.0,-0.5898801597869507,3,46,5,Ct,1
Maribyrnong,3,townhouse,560000.0,VB,Biggin,2016-04-02,8.7,3032,3,2,2,77.0,115.0,Maribyrnong,-37.7746,144.8798,Western Metropolitan,4918,14.375,0.19791666666666666,4,12,5,other,1
Maribyrnong,3,townhouse,560000.0,VB,Biggin,2016-04-02,8.7,3032,3,2,2,83.0,126.0,Maribyrnong,-37.7719,144.8815,Western Metropolitan,4918,15.75,0.20574162679425836,4,16,5,Rd,1
Maribyrnong,2,townhouse,355000.0,SP,Biggin,2016-04-06,8.7,3032,2,1,1,0.0,88.0,Maribyrnong,-37.7716,144.882,Western Metropolitan,4918,17.6,1.0,4,12,2,Rd,0
Maribyrnong,3,townhouse,550000.0,SP,Biggin,2016-07-05,8.7,3032,3,2,2,77.0,138.0,Maribyrnong,-37.7743,144.8797,Western Metropolitan,4918,17.25,0.2837209302325581,7,16,1,St,0
Maribyrnong,2,unit,420000.0,SP,Biggin,2016-07-05,8.7,3032,2,1,2,5661.0,103.0,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918,20.6,-0.9642609299097848,7,76,1,Pl,0
Maribyrnong,2,house,399000.0,S,Raine,2016-07-05,8.7,3032,2,1,1,904.0,53.0,Maribyrnong,-37.7679,144.8935,Western Metropolitan,4918,10.6,-0.8892371995820272,7,31,1,Rd,0
Maribyrnong,4,house,940000.0,SP,Biggin,2016-07-05,8.7,3032,4,2,1,516.0,126.0,Maribyrnong,-37.7839,144.8853,Western Metropolitan,4918,12.6,-0.6074766355140186,7,46,1,St,0
Maribyrnong,3,house,1105000.0,S,Nelson,2016-07-05,8.7,3032,3,1,4,762.0,142.0,Maribyrnong,-37.7707,144.8924,Western Metropolitan,4918,20.285714285714285,-0.6858407079646017,7,66,1,Rd,0
Maribyrnong,3,townhouse,730000.0,S,Nelson,2016-07-11,8.7,3032,3,1,2,250.0,132.0,Maribyrnong,-37.7861,144.8897,Western Metropolitan,4918,18.857142857142858,-0.3089005235602094,7,16,0,Gr,0
Maribyrnong,2,unit,425000.0,S,other,2016-07-11,8.7,3032,2,1,1,170.0,126.0,Maribyrnong,-37.7818,144.8859,Western Metropolitan,4918,25.2,-0.14864864864864866,7,46,0,St,0
Maribyrnong,3,unit,662500.0,S,Rendina,2016-07-11,8.7,3032,3,2,2,202.0,121.0,Maribyrnong,-37.768,144.8894,Western Metropolitan,4918,15.125,-0.25077399380804954,7,10,0,St,0
Maribyrnong,3,house,986500.0,S,Biggin,2016-08-10,8.7,3032,3,1,1,629.0,126.0,Maribyrnong,-37.7798,144.8872,Western Metropolitan,4918,18.0,-0.6662251655629139,8,46,2,St,0
Maribyrnong,2,townhouse,410000.0,S,Biggin,2016-10-09,8.7,3032,2,1,2,53.0,71.0,Maribyrnong,-37.7736,144.8798,Western Metropolitan,4918,14.2,0.14516129032258066,10,16,6,St,1
Maribyrnong,5,house,930000.0,VB,Nelson,2016-10-09,8.7,3032,5,2,2,330.0,126.0,Maribyrnong,-37.7859,144.8898,Western Metropolitan,4918,10.5,-0.4473684210526316,10,46,6,Gr,1
Maribyrnong,3,house,920000.0,SP,Biggin,2016-10-09,8.7,3032,3,1,2,689.0,110.0,Maribyrnong,-37.7823,144.887,Western Metropolitan,4918,15.714285714285714,-0.7246558197747184,10,96,6,St,1
Maribyrnong,3,house,1320000.0,S,Nelson,2016-10-09,8.7,3032,3,2,2,645.0,211.0,Maribyrnong,-37.7662,144.8971,Western Metropolitan,4918,26.375,-0.5070093457943925,10,116,6,St,1
Maribyrnong,5,house,1150000.0,SP,Biggin,2016-10-09,8.7,3032,5,3,2,446.0,286.0,Maribyrnong,-37.7712,144.8763,Western Metropolitan,4918,22.0,-0.2185792349726776,10,14,6,Ct,1
Maribyrnong,3,house,680000.0,SP,Biggin,2016-10-09,8.7,3032,3,2,2,225.0,126.0,Maribyrnong,-37.7699,144.8791,Western Metropolitan,4918,15.75,-0.28205128205128205,10,46,6,other,1
Maribyrnong,5,house,990000.0,S,Biggin,2016-10-12,8.7,3032,5,2,2,433.0,126.0,Maribyrnong,-37.7742,144.8755,Western Metropolitan,4918,10.5,-0.5491949910554562,10,46,2,Dr,0
Maribyrnong,2,unit,330000.0,SP,Biggin,2016-10-12,8.7,3032,2,1,1,950.0,126.0,Maribyrnong,-37.7665,144.9004,Western Metropolitan,4918,25.2,-0.7657992565055762,10,46,2,St,0
Maribyrnong,3,townhouse,1011000.0,S,Greg,2017-11-02,8.7,3032,3,2,2,225.0,126.0,Maribyrnong,-37.7867,144.8906,Western Metropolitan,4918,15.75,-0.28205128205128205,11,47,3,St,0
Maribyrnong,3,house,847000.0,S,Nelson,2016-12-11,8.7,3032,3,2,2,222.0,200.0,Maribyrnong,-37.7697,144.878,Western Metropolitan,4918,25.0,-0.052132701421800945,12,14,6,other,1
Maribyrnong,2,unit,400000.0,SP,Biggin,2016-12-11,8.7,3032,2,1,2,3967.0,87.0,Maribyrnong,-37.7706,144.8805,Western Metropolitan,4918,17.4,-0.957079427725703,12,9,6,other,1
Maribyrnong,4,house,1100000.0,PI,Nelson,2016-05-14,8.7,3032,4,2,2,586.0,126.0,Maribyrnong,-37.7648,144.8881,Western Metropolitan,4918,12.6,-0.6460674157303371,5,46,5,St,1
Maribyrnong,3,house,1072000.0,S,Biggin,2016-05-14,8.7,3032,3,2,2,1396.0,175.0,Maribyrnong,-37.7833,144.888,Western Metropolitan,4918,21.875,-0.7772119669000637,5,61,5,St,1
Maribyrnong,2,townhouse,479000.0,S,Rendina,2016-05-14,8.7,3032,2,2,1,0.0,126.0,Maribyrnong,-37.7691,144.8905,Western Metropolitan,4918,21.0,1.0,5,46,5,Rd,1
Maribyrnong,2,townhouse,470000.0,S,other,2016-05-14,8.7,3032,2,2,1,0.0,126.0,Maribyrnong,-37.7692,144.8905,Western Metropolitan,4918,21.0,1.0,5,46,5,Rd,1
Maribyrnong,2,townhouse,510000.0,PI,other,2016-05-14,8.7,3032,2,2,1,176.0,142.0,Maribyrnong,-37.7693,144.8905,Western Metropolitan,4918,23.666666666666668,-0.1069182389937107,5,6,5,Rd,1
Maribyrnong,3,townhouse,865000.0,PI,other,2016-04-16,8.7,3032,3,2,2,151.0,3.0,Maribyrnong,-37.7855,144.8958,Western Metropolitan,4918,0.375,-0.961038961038961,4,6,5,other,1
Maribyrnong,2,unit,488000.0,S,Barry,2016-04-16,8.7,3032,2,2,2,0.0,126.0,Maribyrnong,-37.7752,144.8925,Western Metropolitan,4918,21.0,1.0,4,46,5,Dr,1
Maribyrnong,4,house,940000.0,S,other,2016-04-16,8.7,3032,4,2,1,325.0,126.0,Maribyrnong,-37.7822,144.892,Western Metropolitan,4918,12.6,-0.44124168514412415,4,12,5,St,1
Maribyrnong,2,townhouse,570000.0,S,Jas,2016-04-16,8.7,3032,3,1,2,98.0,128.0,Maribyrnong,-37.7677,144.8925,Western Metropolitan,4918,21.333333333333332,0.13274336283185842,4,7,5,Rd,1
Maribyrnong,2,house,335000.0,S,hockingstuart,2016-09-17,8.7,3032,2,1,1,0.0,99.0,Maribyrnong,-37.7681,144.8979,Western Metropolitan,4918,19.8,1.0,9,46,5,St,1
Maribyrnong,4,house,1900000.0,VB,Nelson,2016-09-17,8.7,3032,4,3,8,865.0,374.0,Maribyrnong,-37.7682,144.8971,Western Metropolitan,4918,34.0,-0.3962873284907183,9,3,5,St,1
Maribyrnong,2,townhouse,429000.0,S,other,2017-03-18,8.7,3032,2,1,1,83.0,88.0,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918,17.6,0.029239766081871343,3,37,5,Ct,1
Maribyrnong,2,unit,495000.0,S,Brad,2017-03-18,8.7,3032,2,2,2,37000.0,126.0,Maribyrnong,-37.7752,144.8925,Western Metropolitan,4918,21.0,-0.9932123040456823,3,47,5,Dr,1
Maribyrnong,3,townhouse,820000.0,VB,Biggin,2017-03-18,8.7,3032,3,2,2,275.0,126.0,Maribyrnong,-37.7719,144.8767,Western Metropolitan,4918,15.75,-0.371571072319202,3,47,5,other,1
Maribyrnong,3,house,456000.0,SP,Raine,2017-03-18,8.7,3032,3,2,2,4977.0,95.0,Maribyrnong,-37.7737,144.8816,Western Metropolitan,4918,11.875,-0.9625394321766562,3,12,5,Rd,1
Maribyrnong,2,unit,566000.0,S,Raine,2016-06-18,8.7,3032,2,2,1,3014.0,80.0,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918,13.333333333333334,-0.9482870071105365,6,4,5,other,1
Maribyrnong,2,townhouse,408000.0,S,Nelson,2016-06-18,8.7,3032,2,1,1,85.0,84.0,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918,16.8,-0.005917159763313609,6,36,5,Ct,1
Maribyrnong,4,house,1040000.0,S,Biggin,2016-06-18,8.7,3032,4,3,2,298.0,126.0,Maribyrnong,-37.7858,144.8937,Western Metropolitan,4918,11.454545454545455,-0.4056603773584906,6,46,5,Dr,1
Maribyrnong,2,unit,470000.0,VB,other,2016-11-19,8.7,3032,2,2,1,0.0,79.0,Maribyrnong,-37.7853,144.8999,Western Metropolitan,4918,13.166666666666666,1.0,11,5,5,other,1
Maribyrnong,3,house,1460000.0,S,Woodards,2016-11-19,8.7,3032,3,1,2,926.0,126.0,Maribyrnong,-37.769,144.8909,Western Metropolitan,4918,18.0,-0.7604562737642585,11,46,5,Rd,1
Maribyrnong,3,house,780000.0,VB,Nelson,2016-05-22,8.7,3032,3,3,2,173.0,184.0,Maribyrnong,-37.773,144.8947,Western Metropolitan,4918,20.444444444444443,0.03081232492997199,5,16,6,Cl,1
Maribyrnong,3,townhouse,675000.0,SP,other,2016-05-22,8.7,3032,3,2,2,210.0,126.0,Maribyrnong,-37.7732,144.879,Western Metropolitan,4918,15.75,-0.25,5,46,6,Cl,1
Maribyrnong,2,townhouse,440000.0,PI,Rendina,2016-08-22,8.7,3032,2,1,2,54.0,85.0,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918,17.0,0.22302158273381295,8,16,0,St,0
Maribyrnong,4,house,1048700.0,SP,Brad,2016-04-23,8.7,3032,3,2,2,452.0,245.0,Maribyrnong,-37.774,144.877,Western Metropolitan,4918,27.22222222222222,-0.296987087517934,4,17,5,St,1
Maribyrnong,2,townhouse,400000.0,PI,Rendina,2016-09-24,8.7,3032,2,1,2,54.0,85.0,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918,17.0,0.22302158273381295,9,16,5,St,1
Maribyrnong,4,house,1215000.0,S,Raine,2016-09-24,8.7,3032,4,3,4,613.0,142.0,Maribyrnong,-37.7799,144.8879,Western Metropolitan,4918,12.909090909090908,-0.623841059602649,9,66,5,St,1
Maribyrnong,4,house,1180000.0,SP,other,2017-02-25,8.7,3032,4,3,2,688.0,166.0,Maribyrnong,-37.7713,144.8937,Western Metropolitan,4918,15.090909090909092,-0.6112412177985949,2,57,5,St,1
Maribyrnong,4,house,1117000.0,S,Sweeney,2017-02-25,8.7,3032,4,3,2,325.0,207.0,Maribyrnong,-37.7822,144.8922,Western Metropolitan,4918,18.818181818181817,-0.22180451127819548,2,12,5,St,1
Maribyrnong,2,unit,420000.0,S,Alexkarbon,2017-02-25,8.7,3032,2,1,1,0.0,68.0,Maribyrnong,-37.7678,144.8899,Western Metropolitan,4918,13.6,1.0,2,47,5,Rd,1
Maribyrnong,5,townhouse,1000000.0,PI,other,2017-02-25,8.7,3032,5,3,2,98.0,126.0,Maribyrnong,-37.7843,144.8939,Western Metropolitan,4918,9.692307692307692,0.125,2,47,5,Dr,1
Maribyrnong,4,house,770000.0,SP,Jas,2016-07-26,8.7,3032,4,2,2,215.0,231.0,Maribyrnong,-37.7817,144.8916,Western Metropolitan,4918,23.1,0.03587443946188341,7,16,1,St,0
Maribyrnong,3,house,905000.0,S,Biggin,2016-06-27,8.7,3032,3,1,2,696.0,126.0,Maribyrnong,-37.7832,144.8864,Western Metropolitan,4918,18.0,-0.6934306569343066,6,46,0,St,0
Maribyrnong,5,house,1151000.0,S,Biggin,2016-06-27,8.7,3032,5,2,5,694.0,232.0,Maribyrnong,-37.7819,144.8901,Western Metropolitan,4918,19.333333333333332,-0.49892008639308855,6,66,0,St,0
Maribyrnong,3,house,907000.0,S,Raine,2016-11-27,8.7,3032,3,1,2,678.0,124.0,Maribyrnong,-37.769,144.8935,Western Metropolitan,4918,17.714285714285715,-0.6907730673316709,11,66,6,Rd,1
Maribyrnong,2,unit,570000.0,PI,McDonald,2016-11-27,8.7,3032,2,2,1,3014.0,204.0,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918,34.0,-0.8732131758856433,11,4,6,Dr,1
Maribyrnong,3,house,820000.0,PI,Biggin,2016-05-28,8.7,3032,3,2,2,203.0,160.0,Maribyrnong,-37.7853,144.8972,Western Metropolitan,4918,20.0,-0.1184573002754821,5,10,5,other,1
Maribyrnong,3,house,940000.0,S,Jas,2016-05-28,8.7,3032,3,1,1,695.0,141.0,Maribyrnong,-37.7825,144.886,Western Metropolitan,4918,20.142857142857142,-0.6626794258373205,5,76,5,St,1
Maribyrnong,4,house,1030000.0,S,Jas,2016-05-28,8.7,3032,4,2,1,573.0,196.0,Maribyrnong,-37.7844,144.8876,Western Metropolitan,4918,19.6,-0.49024707412223667,5,91,5,St,1
Maribyrnong,5,house,1350000.0,S,other,2016-05-28,8.7,3032,5,3,5,670.0,126.0,Maribyrnong,-37.7676,144.9009,Western Metropolitan,4918,9.692307692307692,-0.6834170854271356,5,46,5,other,1
Maribyrnong,4,house,1230000.0,SP,Biggin,2016-08-28,8.7,3032,3,3,2,270.0,215.0,Maribyrnong,-37.7847,144.8962,Western Metropolitan,4918,21.5,-0.1134020618556701,8,7,6,Pl,1
Maribyrnong,3,house,460000.0,VB,Nelson,2016-07-30,8.7,3032,3,2,1,95.0,126.0,Maribyrnong,-37.772,144.8801,Western Metropolitan,4918,15.75,0.14027149321266968,7,15,5,St,1
Maribyrnong,3,house,884500.0,S,Jellis,2016-07-30,8.7,3032,3,2,2,211.0,234.0,Maribyrnong,-37.7848,144.8969,Western Metropolitan,4918,29.25,0.051685393258426963,7,11,5,Pl,1
Maribyrnong,3,house,1010000.0,S,Biggin,2016-07-30,8.7,3032,3,1,1,594.0,126.0,Maribyrnong,-37.7804,144.8878,Western Metropolitan,4918,18.0,-0.65,7,76,5,St,1
Maribyrnong,3,house,820000.0,VB,Biggin,2016-07-30,8.7,3032,3,1,4,539.0,126.0,Maribyrnong,-37.7837,144.8888,Western Metropolitan,4918,18.0,-0.6210526315789474,7,46,5,St,1
Maribyrnong,3,house,820000.0,VB,Biggin,2016-07-30,8.7,3032,3,1,4,578.0,176.0,Maribyrnong,-37.7837,144.8887,Western Metropolitan,4918,25.142857142857142,-0.53315649867374,7,10,5,St,1
Maribyrnong,2,unit,330000.0,S,Woodards,2016-07-30,8.7,3032,2,1,1,0.0,126.0,Maribyrnong,-37.7689,144.8981,Western Metropolitan,4918,25.2,1.0,7,46,5,St,1
Melbourne,1,unit,427000.0,S,Harcourts,2016-03-12,2.8,3000,1,1,0,0.0,126.0,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496,42.0,1.0,3,46,5,St,1
Melbourne,2,unit,1160500.0,S,Kay,2017-04-03,2.8,3000,2,2,1,4230.0,126.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496,21.0,-0.9421487603305785,4,11,0,St,0
Melbourne,2,unit,780000.0,SP,other,2016-04-06,2.8,3000,2,2,1,0.0,85.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496,14.166666666666666,1.0,4,19,2,St,0
Melbourne,2,unit,535000.0,S,HAR,2016-07-05,2.8,3000,2,1,1,0.0,84.0,Melbourne,-37.808,144.9617,Northern Metropolitan,17496,16.8,1.0,7,15,1,St,0
Melbourne,2,unit,450000.0,VB,other,2016-07-11,2.8,3000,2,1,1,0.0,55.0,Melbourne,-37.8091,144.9609,Northern Metropolitan,17496,11.0,1.0,7,2,0,St,0
Melbourne,2,unit,360000.0,VB,LITTLE,2016-07-11,2.8,3000,2,1,0,0.0,66.0,Melbourne,-37.8138,144.9548,Northern Metropolitan,17496,13.2,1.0,7,42,0,St,0
Melbourne,2,unit,665000.0,S,Purplebricks,2016-07-11,2.8,3000,2,1,1,0.0,80.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496,16.0,1.0,7,12,0,St,0
Melbourne,1,unit,386000.0,S,other,2016-10-09,2.8,3000,1,1,0,0.0,64.0,Melbourne,-37.8127,144.9627,Northern Metropolitan,17496,21.333333333333332,1.0,10,40,6,St,1
Melbourne,1,unit,659000.0,S,Harcourts,2016-10-09,2.8,3000,1,1,1,0.0,59.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496,19.666666666666668,1.0,10,10,6,St,1
Melbourne,2,unit,671000.0,SP,other,2016-10-12,2.8,3000,2,1,1,0.0,126.0,Melbourne,-37.8089,144.967,Northern Metropolitan,17496,25.2,1.0,10,46,2,Pl,0
Melbourne,2,unit,545000.0,SP,Greg,2016-12-11,2.8,3000,2,1,1,0.0,67.0,Melbourne,-37.8188,144.9544,Northern Metropolitan,17496,13.4,1.0,12,14,6,St,1
Melbourne,1,unit,450000.0,VB,other,2016-12-11,2.8,3000,1,1,0,0.0,57.0,Melbourne,-37.8178,144.9607,Northern Metropolitan,17496,19.0,1.0,12,56,6,St,1
Melbourne,1,unit,432000.0,S,LITTLE,2016-08-13,2.8,3000,1,1,1,0.0,51.0,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496,17.0,1.0,8,11,5,St,1
Melbourne,1,unit,400000.0,VB,Greg,2016-08-13,2.8,3000,1,1,1,0.0,126.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496,42.0,1.0,8,11,5,St,1
Melbourne,1,unit,210000.0,VB,Greg,2016-08-13,2.8,3000,1,1,0,0.0,126.0,Melbourne,-37.8078,144.961,Northern Metropolitan,17496,42.0,1.0,8,46,5,St,1
Melbourne,3,unit,750000.0,S,Greg,2016-10-15,2.8,3000,3,2,1,0.0,122.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496,15.25,1.0,10,18,5,St,1
Melbourne,1,unit,375000.0,PI,LITTLE,2016-10-15,2.8,3000,1,1,0,1414.0,47.0,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496,15.666666666666666,-0.9356605065023956,10,2,5,St,1
Melbourne,1,unit,680000.0,S,other,2016-09-17,2.8,3000,1,1,2,0.0,102.0,Melbourne,-37.8132,144.9545,Northern Metropolitan,17496,34.0,1.0,9,51,5,St,1
Melbourne,2,unit,470000.0,VB,Greg,2017-03-18,2.8,3000,2,1,2,0.0,55.0,Melbourne,-37.816,144.9535,Northern Metropolitan,17496,11.0,1.0,3,100,5,St,1
Melbourne,2,unit,650000.0,VB,other,2017-03-18,2.8,3000,2,1,1,0.0,92.0,Melbourne,-37.8138,144.952,Northern Metropolitan,17496,18.4,1.0,3,47,5,St,1
Melbourne,2,unit,483000.0,S,Greg,2017-03-18,2.8,3000,1,1,1,0.0,68.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496,17.0,1.0,3,13,5,St,1
Melbourne,3,unit,610000.0,S,other,2016-06-18,2.8,3000,3,2,0,0.0,126.0,Melbourne,-37.8114,144.961,Northern Metropolitan,17496,15.75,1.0,6,46,5,St,1
Melbourne,1,unit,700000.0,VB,other,2016-11-19,2.8,3000,1,1,1,0.0,64.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496,21.333333333333332,1.0,11,96,5,St,1
Melbourne,2,unit,520000.0,VB,Greg,2016-11-19,2.8,3000,1,1,1,4051.0,68.0,Melbourne,-37.8072,144.9623,Northern Metropolitan,17496,17.0,-0.9669822772517601,11,11,5,St,1
Melbourne,1,unit,440000.0,S,Harcourts,2016-08-22,2.8,3000,1,1,1,0.0,65.0,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496,21.666666666666668,1.0,8,96,0,St,0
Melbourne,1,unit,436000.0,S,RT,2016-04-23,2.8,3000,1,1,0,0.0,126.0,Melbourne,-37.8159,144.972,Northern Metropolitan,17496,42.0,1.0,4,46,5,St,1
Melbourne,2,unit,733000.0,S,other,2016-09-24,2.8,3000,2,2,1,0.0,94.0,Melbourne,-37.8166,144.9635,Northern Metropolitan,17496,15.666666666666666,1.0,9,51,5,St,1
Melbourne,2,unit,675000.0,VB,Kay,2016-09-24,2.8,3000,2,2,1,0.0,126.0,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496,21.0,1.0,9,2,5,St,1
Melbourne,3,house,1630000.0,S,other,2017-02-25,2.8,3000,3,2,0,95.0,126.0,Melbourne,-37.8092,144.967,Northern Metropolitan,17496,15.75,0.14027149321266968,2,47,5,other,1
Melbourne,3,unit,760000.0,S,hockingstuart,2016-05-28,2.8,3000,2,2,1,0.0,89.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496,12.714285714285714,1.0,5,19,5,St,1
Melbourne,2,unit,360000.0,VB,other,2016-08-28,2.8,3000,1,1,1,1136.0,69.0,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496,17.25,-0.8854771784232365,8,7,6,St,1
Melbourne,2,unit,390000.0,PI,other,2016-07-30,2.8,3000,2,1,1,1751.0,126.0,Melbourne,-37.8077,144.9668,Northern Metropolitan,17496,25.2,-0.8657432072456047,7,4,5,St,1
Middle Park,3,house,2600000.0,VB,Cayzer,2016-03-09,4.1,3206,3,1,1,279.0,133.0,Port Phillip,-37.8499,144.957,Southern Metropolitan,2019,19.0,-0.35436893203883496,3,116,2,St,0
Middle Park,3,house,2350000.0,S,Cayzer,2016-03-12,4.1,3206,3,1,2,277.0,132.0,Port Phillip,-37.8516,144.9624,Southern Metropolitan,2019,18.857142857142858,-0.3545232273838631,3,116,5,St,1
Middle Park,3,house,2956000.0,S,Marshall,2017-04-03,4.1,3206,3,2,0,300.0,126.0,Port Phillip,-37.8477,144.9607,Southern Metropolitan,2019,15.75,-0.4084507042253521,4,47,0,St,0
Middle Park,2,unit,535000.0,S,hockingstuart,2016-04-06,4.1,3206,2,1,1,760.0,58.0,Port Phillip,-37.8474,144.9625,Southern Metropolitan,2019,11.6,-0.8581907090464548,4,86,2,Rd,0
Middle Park,1,unit,400000.0,S,RT,2016-08-10,4.1,3206,1,1,1,0.0,126.0,Port Phillip,-37.8522,144.9678,Southern Metropolitan,2019,42.0,1.0,8,46,2,Rd,0
