Id,Category
13045,1
13046,18
13047,2
13048,1
13049,23
13050,18
13051,18
13052,18
13053,20
13054,0
13055,10
13056,4
13057,1
13058,21
13059,16
13060,20
13061,22
13062,23
13063,5
13064,15
13065,17
13066,1
13067,15
13068,12
13069,7
13070,12
13071,24
13072,10
13073,22
13074,16
13075,12
13076,7
13077,6
13078,1
13079,14
13080,4
13081,7
13082,20
13083,15
13084,1
13085,17
13086,15
13087,12
13088,7
13089,5
13090,10
13091,3
13092,17
13093,2
13094,9
13095,15
13096,5
13097,12
13098,1
13099,21
13100,25
13101,21
13102,19
13103,18
13104,16
13105,21
13106,25
13107,2
13108,5
13109,23
13110,15
13111,20
13112,7
13113,21
13114,20
13115,20
13116,1
13117,14
13118,11
13119,12
13120,23
13121,10
13122,1
13123,1
13124,15
13125,13
13126,12
13127,13
13128,14
13129,3
13130,17
13131,1
13132,14
13133,21
13134,22
13135,23
13136,17
13137,20
13138,22
13139,15
13140,22
13141,1
13142,1
13143,16
13144,20
13145,6
13146,8
13147,18
13148,16
13149,5
13150,19
13151,4
13152,7
13153,6
13154,23
13155,5
13156,12
13157,15
13158,1
13159,16
13160,0
13161,8
13162,1
13163,15
13164,10
13165,7
13166,5
13167,1
13168,3
13169,6
13170,13
13171,21
13172,22
13173,10
13174,22
13175,15
13176,6
13177,9
13178,23
13179,14
13180,17
13181,3
13182,5
13183,22
13184,10
13185,6
13186,3
13187,6
13188,17
13189,11
13190,3
13191,25
13192,1
13193,4
13194,18
13195,16
13196,15
13197,13
13198,18
13199,7
13200,2
13201,11
13202,6
13203,20
13204,11
13205,25
13206,15
13207,20
13208,7
13209,25
13210,1
13211,24
13212,12
13213,12
13214,7
13215,13
13216,9
13217,20
13218,13
13219,9
13220,19
13221,6
13222,24
13223,25
13224,16
13225,17
13226,22
13227,11
13228,15
13229,0
13230,9
13231,13
13232,13
13233,14
13234,17
13235,8
13236,11
13237,11
13238,24
13239,3
13240,3
13241,18
13242,22
13243,20
13244,10
13245,0
13246,7
13247,3
13248,0
13249,2
13250,12
13251,6
13252,2
13253,2
13254,3
13255,22
13256,14
13257,15
13258,1
13259,1
13260,4
13261,4
13262,19
13263,23
13264,6
13265,11
13266,19
13267,21
13268,21
13269,17
13270,1
13271,6
13272,3
13273,1
13274,4
13275,12
13276,19
13277,21
13278,3
13279,7
13280,10
13281,6
13282,13
13283,1
13284,0
13285,25
13286,15
13287,17
13288,5
13289,5
13290,4
13291,18
13292,4
13293,6
13294,3
13295,14
13296,16
13297,0
13298,16
13299,3
13300,20
13301,22
13302,13
13303,22
13304,23
13305,21
13306,23
13307,4
13308,18
13309,12
13310,1
13311,4
13312,7
13313,1
13314,24
13315,15
13316,2
13317,23
13318,12
13319,13
13320,11
13321,4
13322,1
13323,11
13324,23
13325,6
13326,23
13327,1
13328,25
13329,14
13330,25
13331,10
13332,21
13333,12
13334,22
13335,13
13336,7
13337,4
13338,16
13339,23
13340,23
13341,2
13342,22
13343,24
13344,1
13345,1
13346,21
13347,16
13348,10
13349,23
13350,21
13351,3
13352,16
13353,7
13354,21
13355,17
13356,0
13357,3
13358,22
13359,22
13360,23
13361,16
13362,1
13363,5
13364,13
13365,23
13366,13
13367,20
13368,2
13369,25
13370,13
13371,23
13372,3
13373,23
13374,3
13375,5
13376,17
13377,12
13378,12
13379,23
13380,9
13381,5
13382,2
13383,0
13384,1
13385,20
13386,15
13387,18
13388,10
13389,9
13390,11
13391,10
13392,18
13393,25
13394,9
13395,16
13396,0
13397,13
13398,13
13399,23
13400,18
13401,17
13402,2
13403,18
13404,9
13405,6
13406,1
13407,13
13408,2
13409,17
13410,12
13411,14
13412,5
13413,0
13414,3
13415,24
13416,7
13417,15
13418,24
13419,18
13420,21
13421,5
13422,10
13423,0
13424,11
13425,10
13426,13
13427,24
13428,16
13429,24
13430,16
13431,25
13432,9
13433,17
13434,0
13435,13
13436,21
13437,16
13438,12
13439,23
13440,1
13441,21
13442,13
13443,20
13444,13
13445,3
13446,15
13447,7
13448,3
13449,11
13450,24
13451,1
13452,14
13453,2
13454,17
13455,13
13456,7
13457,14
13458,15
13459,10
13460,3
13461,18
13462,17
13463,7
13464,15
13465,4
13466,7
13467,13
13468,6
13469,23
13470,5
13471,19
13472,21
13473,5
13474,3
13475,1
13476,25
13477,7
13478,19
13479,15
13480,14
13481,16
13482,11
13483,3
13484,15
13485,11
13486,14
13487,7
13488,2
13489,0
13490,21
13491,22
13492,4
13493,7
13494,5
13495,17
13496,12
13497,4
13498,10
13499,13
13500,20
13501,2
13502,5
13503,5
13504,5
13505,21
13506,5
13507,20
13508,19
13509,4
13510,15
13511,10
13512,19
13513,22
13514,18
13515,20
13516,23
13517,11
13518,6
13519,1
13520,18
13521,8
13522,8
13523,6
13524,17
13525,3
13526,24
13527,17
13528,6
13529,21
13530,16
13531,1
13532,22
13533,8
13534,4
13535,18
13536,13
13537,0
13538,23
13539,19
13540,17
13541,2
13542,7
13543,5
13544,1
13545,6
13546,24
13547,14
13548,9
13549,12
13550,7
13551,14
13552,11
13553,12
13554,23
13555,24
13556,2
13557,2
13558,6
13559,13
13560,12
13561,22
13562,16
13563,7
13564,19
13565,23
13566,14
13567,6
13568,20
13569,23
13570,7
13571,1
13572,15
13573,18
13574,0
13575,3
13576,11
13577,25
13578,12
13579,0
13580,14
13581,25
13582,10
13583,17
13584,3
13585,3
13586,1
13587,7
13588,3
13589,20
13590,1
13591,22
13592,23
13593,7
13594,17
13595,18
13596,18
13597,1
13598,4
13599,14
13600,19
13601,13
13602,16
13603,7
13604,6
13605,12
13606,18
13607,16
13608,15
13609,23
13610,1
13611,0
13612,14
13613,13
13614,12
13615,15
13616,2
13617,0
13618,21
13619,1
13620,1
13621,10
13622,21
13623,11
13624,2
13625,16
13626,2
13627,18
13628,1
13629,12
13630,13
13631,6
13632,15
13633,6
13634,2
13635,24
13636,12
13637,14
13638,11
13639,20
13640,22
13641,24
13642,13
13643,20
13644,16
13645,3
13646,10
13647,16
13648,17
13649,13
13650,22
13651,11
13652,17
13653,25
13654,22
13655,21
13656,9
13657,25
13658,20
13659,20
13660,9
13661,20
13662,16
13663,8
13664,17
13665,14
13666,18
13667,6
13668,9
13669,12
13670,14
13671,4
13672,13
13673,22
13674,22
13675,16
13676,16
13677,22
13678,4
13679,8
13680,17
13681,7
13682,1
13683,11
13684,25
13685,4
13686,7
13687,7
13688,2
13689,3
13690,22
13691,6
13692,22
13693,8
13694,19
13695,5
13696,11
13697,7
13698,25
13699,22
13700,18
13701,11
13702,19
13703,14
13704,5
13705,3
13706,10
13707,14
13708,11
13709,23
13710,16
13711,11
13712,23
13713,14
13714,0
13715,15
13716,1
13717,8
13718,4
13719,2
13720,7
13721,21
13722,12
13723,7
13724,12
13725,5
13726,5
13727,10
13728,3
13729,21
13730,25
13731,22
13732,2
13733,0
13734,10
13735,11
13736,20
13737,17
13738,10
13739,10
13740,24
13741,15
13742,2
13743,7
13744,2
13745,19
13746,7
13747,1
13748,14
13749,4
13750,10
13751,24
13752,6
13753,9
13754,20
13755,17
13756,19
13757,24
13758,4
13759,12
13760,17
13761,18
13762,14
13763,16
13764,23
13765,13
13766,19
13767,10
13768,3
13769,17
13770,19
13771,24
13772,1
13773,23
13774,8
13775,8
13776,14
13777,2
13778,6
13779,0
13780,2
13781,5
13782,3
13783,3
13784,14
13785,22
13786,18
13787,23
13788,11
13789,15
13790,22
13791,18
13792,1
13793,14
13794,20
13795,25
13796,22
13797,6
13798,7
13799,4
13800,22
13801,5
13802,18
13803,18
13804,9
13805,2
13806,24
13807,14
13808,11
13809,12
13810,15
13811,0
13812,13
13813,20
13814,22
13815,25
13816,7
13817,25
13818,13
13819,5
13820,11
13821,5
13822,10
13823,8
13824,19
13825,21
13826,4
13827,18
13828,7
13829,11
13830,8
13831,8
13832,17
13833,3
13834,8
13835,4
13836,9
13837,6
13838,22
13839,3
13840,20
13841,3
13842,24
13843,0
13844,10
13845,6
13846,25
13847,17
13848,2
13849,3
13850,18
13851,6
13852,20
13853,19
13854,13
13855,6
13856,3
13857,16
13858,5
13859,8
13860,18
13861,12
13862,4
13863,20
13864,14
13865,23
13866,6
13867,17
13868,0
13869,15
13870,22
13871,10
13872,18
13873,19
13874,16
13875,13
13876,20
13877,1
13878,12
13879,2
13880,25
13881,25
13882,15
13883,12
13884,10
13885,1
13886,14
13887,1
13888,4
13889,0
13890,8
13891,15
13892,10
13893,20
13894,14
13895,5
13896,3
13897,4
13898,1
13899,21
13900,24
13901,25
13902,21
13903,16
13904,15
13905,12
13906,25
13907,17
13908,2
13909,15
13910,25
13911,10
13912,9
13913,22
13914,18
13915,5
13916,19
13917,21
13918,0
13919,13
13920,10
13921,6
13922,18
13923,23
13924,2
13925,10
13926,22
13927,11
13928,2
13929,3
13930,3
13931,12
13932,16
13933,20
13934,6
13935,25
13936,18
13937,7
13938,10
13939,17
13940,6
13941,4
13942,12
13943,21
13944,1
13945,20
13946,21
13947,0
13948,21
13949,12
13950,6
13951,9
13952,8
13953,3
13954,17
13955,9
13956,13
13957,4
13958,3
13959,1
13960,14
13961,11
13962,13
13963,2
13964,22
13965,23
13966,13
13967,25
13968,4
13969,16
13970,23
13971,12
13972,7
13973,4
13974,14
13975,4
13976,4
13977,19
13978,25
13979,6
13980,4
13981,16
13982,9
13983,1
13984,9
13985,10
13986,4
13987,25
13988,20
13989,7
13990,24
13991,22
13992,17
13993,0
13994,2
13995,7
13996,7
13997,10
13998,12
13999,7
14000,20
14001,23
14002,0
14003,22
14004,14
14005,1
14006,4
14007,19
14008,23
14009,2
14010,13
14011,3
14012,0
14013,19
14014,3
14015,6
14016,9
14017,8
14018,16
14019,0
14020,14
14021,16
14022,16
14023,25
14024,19
14025,22
14026,22
14027,0
14028,20
14029,7
14030,15
14031,21
14032,16
14033,23
14034,4
14035,13
14036,18
14037,23
14038,12
14039,0
14040,22
14041,7
14042,0
14043,16
14044,13
14045,2
14046,19
14047,14
14048,12
14049,7
14050,6
14051,22
14052,12
14053,5
14054,0
14055,14
14056,1
14057,20
14058,15
14059,7
14060,6
14061,7
14062,3
14063,3
14064,11
14065,1
14066,5
14067,25
14068,10
14069,4
14070,8
14071,18
14072,22
14073,15
14074,24
14075,22
14076,22
14077,23
14078,23
14079,10
14080,13
14081,25
14082,13
14083,21
14084,4
14085,19
14086,6
14087,21
14088,12
14089,9
14090,15
14091,11
14092,12
14093,0
14094,14
14095,11
14096,12
14097,2
14098,25
14099,2
14100,1
14101,9
14102,19
14103,22
14104,19
14105,23
14106,25
14107,15
14108,4
14109,11
14110,6
14111,15
14112,3
14113,14
14114,3
14115,10
14116,12
14117,3
14118,11
14119,7
14120,24
14121,4
14122,15
14123,15
14124,18
14125,5
14126,10
14127,16
14128,3
14129,3
14130,18
14131,10
14132,15
14133,4
14134,4
14135,19
14136,4
14137,6
14138,20
14139,16
14140,13
14141,19
14142,22
14143,14
14144,11
14145,1
14146,11
14147,22
14148,25
14149,10
14150,7
14151,1
14152,2
14153,15
14154,10
14155,15
14156,0
14157,14
14158,22
14159,6
14160,1
14161,5
14162,20
14163,13
14164,17
14165,22
14166,22
14167,25
14168,17
14169,22
14170,0
14171,7
14172,14
14173,6
14174,13
14175,14
14176,16
14177,22
14178,6
14179,10
14180,22
14181,12
14182,17
14183,6
14184,1
14185,13
14186,5
14187,14
14188,23
14189,24
14190,8
14191,13
14192,14
14193,1
14194,18
14195,6
14196,8
14197,22
14198,23
14199,19
14200,7
14201,14
14202,4
14203,5
14204,20
14205,7
14206,1
14207,8
14208,9
14209,24
14210,18
14211,9
14212,21
14213,12
14214,1
14215,1
14216,3
14217,19
14218,10
14219,7
14220,12
14221,11
14222,16
14223,0
14224,19
14225,7
14226,14
14227,10
14228,20
14229,4
14230,13
14231,5
14232,18
14233,7
14234,15
14235,23
14236,22
14237,7
14238,14
14239,3
14240,10
14241,14
14242,3
14243,2
14244,1
14245,14
14246,2
14247,0
14248,8
14249,13
14250,1
14251,21
14252,12
14253,17
14254,18
14255,12
14256,24
14257,18
14258,0
14259,16
14260,14
14261,25
14262,7
14263,2
14264,22
14265,4
14266,12
14267,7
14268,14
14269,14
14270,13
14271,7
14272,19
14273,24
14274,23
14275,16
14276,1
14277,9
14278,20
14279,15
14280,18
14281,13
14282,12
14283,24
14284,6
14285,7
14286,18
14287,3
14288,14
14289,5
14290,14
14291,22
14292,20
14293,9
14294,12
14295,4
14296,20
14297,16
14298,18
14299,3
14300,5
14301,14
14302,13
14303,17
14304,17
14305,14
14306,21
14307,7
14308,12
14309,16
14310,15
14311,3
14312,24
14313,4
14314,14
14315,19
14316,20
14317,7
14318,5
14319,14
14320,10
14321,5
14322,7
14323,22
14324,22
14325,6
14326,7
14327,19
14328,21
14329,23
14330,4
14331,1
14332,15
14333,16
14334,1
14335,10
14336,24
14337,22
14338,12
14339,20
14340,0
14341,23
14342,23
14343,5
14344,12
14345,14
14346,18
14347,13
14348,24
14349,16
14350,14
14351,1
14352,17
14353,12
14354,15
14355,10
14356,6
14357,14
14358,7
14359,18
14360,11
14361,19
14362,2
14363,21
14364,22
14365,21
14366,15
14367,1
14368,20
14369,19
14370,8
14371,12
14372,1
14373,19
14374,23
14375,7
14376,10
14377,0
14378,10
14379,17
14380,7
14381,10
14382,17
14383,1
14384,20
14385,18
14386,21
14387,12
14388,15
14389,13
14390,7
14391,20
14392,22
14393,12
14394,18
14395,14
14396,24
14397,14
14398,7
14399,25
14400,5
14401,25
14402,20
14403,4
14404,13
14405,15
14406,1
14407,6
14408,13
14409,5
14410,11
14411,14
14412,17
14413,14
14414,14
14415,21
14416,10
14417,12
14418,12
14419,17
14420,15
14421,18
14422,13
14423,3
14424,16
14425,23
14426,6
14427,0
14428,20
14429,11
14430,4
14431,18
14432,0
14433,18
14434,0
14435,17
14436,23
14437,7
14438,11
14439,12
14440,22
14441,1
14442,18
14443,10
14444,7
14445,10
14446,23
14447,22
14448,17
14449,22
14450,22
14451,12
14452,1
14453,1
14454,22
14455,16
14456,17
14457,10
14458,2
14459,12
14460,18
14461,23
14462,22
14463,23
14464,4
14465,8
14466,4
14467,19
14468,4
14469,14
14470,5
14471,10
14472,1
14473,24
14474,16
14475,7
14476,6
14477,18
14478,22
14479,6
14480,22
14481,14
14482,18
14483,8
14484,10
14485,7
14486,7
14487,18
14488,1
14489,16
14490,11
14491,12
14492,0
14493,16
14494,7
14495,21
14496,10
14497,24
14498,16
14499,15
14500,10
14501,17
14502,18
14503,6
14504,22
14505,4
14506,16
14507,13
14508,12
14509,19
14510,5
14511,6
14512,18
14513,14
14514,17
14515,21
14516,17
14517,10
14518,13
14519,3
14520,12
14521,13
14522,12
14523,0
14524,2
14525,12
14526,13
14527,1
14528,25
14529,24
14530,2
14531,3
14532,0
14533,7
14534,16
14535,14
14536,4
14537,14
14538,9
14539,25
14540,11
14541,24
14542,1
14543,5
14544,20
14545,2
14546,16
14547,10
14548,4
14549,21
14550,7
14551,9
14552,20
14553,0
14554,5
14555,19
14556,23
14557,17
14558,14
14559,1
14560,0
14561,5
14562,17
14563,15
14564,2
14565,6
14566,16
14567,23
14568,15
14569,18
14570,4
14571,16
14572,20
14573,4
14574,21
14575,24
14576,14
14577,6
14578,19
14579,11
14580,20
14581,21
14582,19
14583,3
14584,0
14585,22
14586,17
14587,18
14588,16
14589,9
14590,6
14591,11
14592,25
14593,7
14594,20
14595,25
14596,3
14597,12
14598,3
14599,4
14600,23
14601,4
14602,1
14603,5
14604,3
14605,23
14606,15
14607,24
14608,19
14609,22
14610,0
14611,25
14612,6
14613,11
14614,14
14615,16
14616,22
14617,10
14618,4
14619,16
14620,2
14621,5
14622,1
14623,22
14624,10
14625,1
14626,7
14627,22
14628,22
14629,18
14630,18
14631,16
14632,3
14633,15
14634,10
14635,20
14636,20
14637,5
14638,4
14639,19
14640,16
14641,4
14642,0
14643,14
14644,25
14645,0
14646,23
14647,1
14648,16
14649,5
14650,4
14651,8
14652,10
14653,23
14654,8
14655,12
14656,13
14657,23
14658,23
14659,24
14660,12
14661,18
14662,10
14663,12
14664,2
14665,13
14666,24
14667,1
14668,18
14669,0
14670,21
14671,9
14672,20
14673,3
14674,17
14675,19
14676,3
14677,12
14678,19
14679,14
14680,2
14681,13
14682,19
14683,22
14684,4
14685,2
14686,14
14687,0
14688,6
14689,6
14690,14
14691,5
14692,1
14693,7
14694,0
14695,2
14696,20
14697,4
14698,22
14699,15
14700,8
14701,23
14702,7
14703,20
14704,19
14705,25
14706,18
14707,14
14708,3
14709,2
14710,20
14711,5
14712,13
14713,17
14714,21
14715,16
14716,6
14717,9
14718,16
14719,3
14720,20
14721,15
14722,1
14723,0
14724,18
14725,15
14726,1
14727,8
14728,22
14729,17
14730,4
14731,16
14732,19
14733,4
14734,21
14735,13
14736,6
14737,21
14738,25
14739,4
14740,4
14741,23
14742,21
14743,17
14744,9
14745,10
14746,4
14747,3
14748,22
14749,22
14750,5
14751,0
14752,6
14753,6
14754,21
14755,24
14756,3
14757,12
14758,1
14759,11
14760,20
14761,17
14762,6
14763,18
14764,16
14765,10
14766,12
14767,16
14768,7
14769,15
14770,8
14771,1
14772,4
14773,23
14774,17
14775,12
14776,23
14777,18
14778,22
14779,3
14780,0
14781,15
14782,10
14783,24
14784,24
14785,23
14786,3
14787,24
14788,7
14789,21
14790,13
14791,19
14792,25
14793,10
14794,18
14795,2
14796,21
14797,13
14798,0
14799,22
14800,0
14801,21
14802,23
14803,22
14804,4
14805,3
14806,9
14807,20
14808,14
14809,21
14810,1
14811,24
14812,1
14813,0
14814,14
14815,5
14816,4
14817,15
14818,13
14819,5
14820,0
14821,19
14822,21
14823,16
14824,5
14825,0
14826,23
14827,18
14828,2
14829,23
14830,6
14831,25
14832,3
14833,16
14834,6
14835,10
14836,24
14837,14
14838,25
14839,12
14840,1
14841,7
14842,22
14843,2
14844,23
14845,6
14846,17
14847,1
14848,18
14849,9
14850,15
14851,23
14852,25
14853,1
14854,20
14855,2
14856,4
14857,20
14858,0
14859,21
14860,18
14861,12
14862,11
14863,16
14864,9
14865,6
14866,19
14867,20
14868,10
14869,18
14870,21
14871,3
14872,20
14873,23
14874,2
14875,2
14876,9
14877,3
14878,1
14879,19
14880,3
14881,15
14882,24
14883,8
14884,15
14885,13
14886,4
14887,3
14888,21
14889,21
14890,4
14891,0
14892,13
14893,15
14894,19
14895,20
14896,23
14897,13
14898,23
14899,2
14900,1
14901,5
14902,12
14903,12
14904,2
14905,13
14906,18
14907,22
14908,1
14909,6
14910,9
14911,18
14912,17
14913,2
14914,8
14915,18
14916,6
14917,18
14918,17
14919,3
14920,19
14921,24
14922,3
14923,5
14924,18
14925,16
14926,0
14927,21
14928,0
14929,16
14930,22
14931,22
14932,15
14933,21
14934,24
14935,16
14936,12
14937,23
14938,19
14939,23
14940,4
14941,21
14942,0
14943,16
14944,12
14945,6
14946,18
14947,10
14948,23
14949,19
14950,1
14951,16
14952,2
14953,14
14954,17
14955,22
14956,2
14957,22
14958,20
14959,10
14960,22
14961,20
14962,13
14963,7
14964,16
14965,10
14966,3
14967,9
14968,1
14969,13
14970,16
14971,16
14972,16
14973,22
14974,17
14975,7
14976,12
14977,13
14978,18
14979,17
14980,15
14981,4
14982,2
14983,0
14984,22
14985,14
14986,19
14987,10
14988,22
14989,12
14990,4
14991,13
14992,16
14993,16
14994,9
14995,24
14996,11
14997,23
14998,10
14999,25
15000,0
15001,24
15002,5
15003,3
15004,2
15005,21
15006,7
15007,17
15008,6
15009,12
15010,20
15011,7
15012,18
15013,12
15014,20
15015,12
15016,23
15017,14
15018,13
15019,25
15020,16
15021,0
15022,13
15023,23
15024,6
15025,6
15026,20
15027,21
15028,15
15029,7
15030,10
15031,23
15032,16
15033,0
15034,19
15035,3
15036,4
15037,0
15038,11
15039,3
15040,16
15041,12
15042,17
15043,5
15044,13
15045,21
15046,24
15047,20
15048,9
15049,22
15050,4
15051,15
15052,22
15053,4
15054,12
15055,20
15056,3
15057,12
15058,10
15059,25
15060,17
15061,12
15062,16
15063,19
15064,18
15065,12
15066,1
15067,8
15068,15
15069,0
15070,1
15071,0
15072,11
15073,12
15074,25
15075,23
15076,15
15077,16
15078,5
15079,16
15080,6
15081,12
15082,12
15083,4
15084,0
15085,10
15086,13
15087,20
15088,18
15089,21
15090,25
15091,22
15092,5
15093,5
15094,0
15095,10
15096,2
15097,25
15098,10
15099,17
15100,16
15101,15
15102,20
15103,5
15104,7
15105,16
15106,12
15107,1
15108,13
15109,7
15110,2
15111,2
15112,25
15113,0
15114,25
15115,10
15116,5
15117,4
15118,22
15119,15
15120,12
15121,21
15122,17
15123,23
15124,24
15125,18
15126,24
15127,25
15128,12
15129,12
15130,25
15131,16
15132,3
15133,1
15134,19
15135,1
15136,0
15137,4
15138,20
15139,1
15140,25
15141,24
15142,4
15143,1
15144,13
15145,24
15146,2
15147,22
15148,24
15149,12
15150,9
15151,10
15152,20
15153,10
15154,0
15155,24
15156,20
15157,23
15158,9
15159,7
15160,25
15161,13
15162,20
15163,6
15164,13
15165,25
15166,7
15167,25
15168,20
15169,5
15170,13
15171,21
15172,13
15173,21
15174,4
15175,0
15176,17
15177,8
15178,22
15179,13
15180,16
15181,15
15182,10
15183,0
15184,2
15185,13
15186,11
15187,17
15188,3
15189,13
15190,7
15191,20
15192,25
15193,15
15194,8
15195,15
15196,5
15197,3
15198,16
15199,7
15200,18
15201,21
15202,6
15203,6
15204,1
15205,0
15206,11
15207,6
15208,14
15209,0
15210,3
15211,20
15212,13
15213,9
15214,14
15215,14
15216,24
15217,21
15218,4
15219,22
15220,23
15221,21
15222,14
15223,19
15224,7
15225,1
15226,12
15227,19
15228,3
15229,25
15230,22
15231,1
15232,9
15233,13
15234,18
15235,18
15236,12
15237,14
15238,3
15239,11
15240,25
15241,12
15242,22
15243,23
15244,20
15245,15
15246,11
15247,23
15248,7
15249,22
15250,25
15251,12
15252,24
15253,12
15254,25
15255,3
15256,16
15257,0
15258,0
15259,3
15260,24
15261,17
15262,24
15263,17
15264,12
15265,4
15266,15
15267,12
15268,16
15269,12
15270,23
15271,2
15272,2
15273,16
15274,3
15275,6
15276,22
15277,20
15278,17
15279,9
15280,21
15281,14
15282,12
15283,2
15284,14
15285,25
15286,9
15287,7
15288,10
15289,3
15290,24
15291,5
15292,3
15293,22
15294,14
15295,4
15296,13
15297,3
15298,1
15299,11
15300,10
15301,12
15302,11
15303,0
15304,2
15305,8
15306,17
15307,16
15308,18
15309,23
15310,3
15311,9
15312,18
15313,6
15314,2
15315,19
15316,20
15317,18
15318,23
15319,19
15320,20
15321,8
15322,16
15323,23
15324,17
15325,17
15326,13
15327,16
15328,0
15329,2
15330,13
15331,7
15332,4
15333,1
15334,13
15335,19
15336,8
15337,12
15338,5
15339,16
15340,22
15341,13
15342,19
15343,4
15344,21
15345,0
15346,1
15347,10
15348,11
15349,16
15350,3
15351,0
15352,24
15353,1
15354,17
15355,22
15356,7
15357,5
15358,18
15359,1
15360,24
15361,14
15362,25
15363,1
15364,16
15365,4
15366,6
15367,25
15368,6
15369,1
15370,15
15371,7
15372,14
15373,15
15374,24
15375,12
15376,25
15377,3
15378,17
15379,0
15380,18
15381,7
15382,19
15383,8
15384,13
15385,5
15386,1
15387,15
15388,25
15389,15
15390,2
15391,13
15392,5
15393,20
15394,3
15395,3
15396,20
15397,5
15398,5
15399,2
15400,2
15401,11
15402,2
15403,12
15404,0
15405,5
15406,18
15407,13
15408,21
15409,15
15410,1
15411,20
15412,5
15413,13
15414,25
15415,3
15416,4
15417,7
15418,23
15419,24
15420,12
15421,2
15422,11
15423,0
15424,21
15425,22
15426,6
15427,1
15428,24
15429,9
15430,21
15431,23
15432,15
15433,5
15434,14
15435,2
15436,0
15437,12
15438,10
15439,8
15440,15
15441,0
15442,23
15443,25
15444,0
15445,16
15446,21
15447,23
15448,2
15449,10
15450,18
15451,18
15452,2
15453,5
15454,16
15455,16
15456,23
15457,25
15458,23
15459,3
15460,14
15461,15
15462,6
15463,22
15464,4
15465,12
15466,6
15467,2
15468,17
15469,17
15470,19
15471,16
15472,15
15473,7
15474,4
15475,0
15476,7
15477,25
15478,12
15479,19
15480,25
15481,14
15482,25
15483,7
15484,13
15485,15
15486,11
15487,25
15488,13
15489,25
15490,1
15491,0
15492,21
15493,4
15494,12
15495,20
15496,8
15497,10
15498,9
15499,16
15500,24
15501,13
15502,22
15503,8
15504,2
15505,9
15506,17
15507,9
15508,16
15509,4
15510,23
15511,25
15512,2
15513,4
15514,4
15515,14
15516,13
15517,23
15518,8
15519,1
15520,18
15521,6
15522,7
15523,14
15524,25
15525,1
15526,18
15527,22
15528,3
15529,15
15530,18
15531,19
15532,17
15533,13
15534,23
15535,2
15536,13
15537,11
15538,4
15539,9
15540,22
15541,13
15542,21
15543,21
15544,2
15545,23
15546,17
15547,7
15548,9
15549,25
15550,12
15551,2
15552,22
15553,16
15554,24
15555,11
15556,21
15557,9
15558,20
15559,11
15560,23
15561,7
15562,24
15563,14
15564,23
15565,15
15566,17
15567,2
15568,4
15569,3
15570,4
15571,22
15572,9
15573,1
15574,17
15575,6
15576,8
15577,16
15578,16
15579,21
15580,0
15581,16
15582,8
15583,22
15584,22
15585,3
15586,1
15587,8
15588,8
15589,22
15590,3
15591,23
15592,16
15593,16
15594,14
15595,16
15596,22
15597,15
15598,15
15599,4
15600,25
15601,17
15602,11
15603,3
15604,13
15605,10
15606,21
15607,21
15608,17
15609,2
15610,1
15611,16
15612,12
15613,5
15614,17
15615,18
15616,23
15617,16
15618,24
15619,2
15620,10
15621,19
15622,25
15623,19
15624,3
15625,16
15626,5
15627,12
15628,13
15629,13
15630,22
15631,4
15632,25
15633,4
15634,14
15635,7
15636,13
15637,3
15638,15
15639,4
15640,24
15641,19
15642,19
15643,16
15644,6
15645,2
15646,4
15647,21
15648,8
15649,10
15650,13
15651,5
15652,15
15653,6
15654,1
15655,22
15656,17
15657,6
15658,8
15659,10
15660,11
15661,10
15662,13
15663,7
15664,24
15665,0
15666,4
15667,14
15668,15
15669,14
15670,7
15671,14
15672,19
15673,13
15674,1
15675,25
15676,25
15677,10
15678,21
15679,23
15680,19
15681,11
15682,25
15683,22
15684,12
15685,13
15686,5
15687,4
15688,20
15689,2
15690,14
15691,19
15692,2
15693,6
15694,0
15695,14
15696,4
15697,24
15698,24
15699,10
15700,18
15701,5
15702,14
15703,13
15704,2
15705,22
15706,10
15707,18
15708,1
15709,11
15710,17
15711,18
15712,12
15713,24
15714,9
15715,15
15716,0
15717,1
15718,5
15719,25
15720,1
15721,0
15722,4
15723,12
15724,24
15725,12
15726,25
15727,19
15728,18
15729,1
15730,23
15731,5
15732,15
15733,21
15734,13
15735,8
15736,7
15737,18
15738,25
15739,12
15740,23
15741,20
15742,22
15743,0
15744,22
15745,20
15746,17
15747,0
15748,7
15749,4
15750,20
15751,14
15752,18
15753,7
15754,2
15755,16
15756,13
15757,24
15758,20
15759,7
15760,21
15761,0
15762,10
15763,1
15764,2
15765,0
15766,14
15767,14
15768,14
15769,6
15770,10
15771,15
15772,5
15773,0
15774,13
15775,6
15776,1
15777,21
15778,17
15779,22
15780,8
15781,1
15782,10
15783,13
15784,17
15785,22
15786,11
15787,25
15788,13
15789,23
15790,16
15791,2
15792,23
15793,16
15794,12
15795,19
15796,16
15797,19
15798,20
15799,21
15800,23
15801,5
15802,15
15803,10
15804,2
15805,19
15806,13
15807,18
15808,20
15809,0
15810,3
15811,3
15812,22
15813,25
15814,1
15815,14
15816,3
15817,7
15818,16
15819,8
15820,10
15821,6
15822,12
15823,4
15824,17
15825,14
15826,14
15827,13
15828,14
15829,11
15830,7
15831,6
15832,5
15833,2
15834,22
15835,13
15836,14
15837,5
15838,23
15839,13
15840,3
15841,4
15842,0
