id,flag_b
CAJF4CK,1
CAJF5AK,0
CAJF5TK,0
CAJF5XK,0
CAJF84K,0
CAJF8LK,1
CAJF8TK,0
CAJF9UK,0
CAJFADK,0
CAJFATK,0
CAJFBJK,1
CAJFC1K,0
CAJFEAK,0
CAJFFGK,0
CAJFGCK,0
CAJFH8K,0
CAJFHVK,1
CAJFHZK,0
CAJFJDK,0
CAJFKBK,0
CAJFL7K,0
CAJFLFK,0
CAJFLOK,0
CAJFMQK,0
CAJFNCK,0
CAJFOBK,0
CAJFOFK,0
CAJFORK,0
CAJFPHK,0
CAJFPOK,0
CAJFR1K,0
CAJFSSK,0
CAJFTDK,0
CAJFTEK,1
CAJFTSK,0
CAJFTUK,0
CAJFUDK,1
CAJFUSK,0
CAJFV7K,0
CAJFVQK,0
CAJFVRK,0
CAJFX9K,0
CAJFY7K,0
CAJFYCK,0
CAJFYFK,0
CAJFYIK,0
CAJFZEK,0
CAJFZHK,0
CAJG0JK,0
CAJG1XK,0
CAJG2BK,0
CAJG2HK,0
CAJG2KK,0
CAJG44K,0
CAJG4IK,0
CAJG54K,0
CAJG58K,0
CAJG69K,0
CAJG76K,0
CAJGA2K,0
CAJGCKK,0
CAJGDHK,0
CAJGE5K,1
CAJGFXK,0
CAJGG0K,1
CAJGG4K,0
CAJGGIK,0
CAJGGOK,0
CAJGGQK,0
CAJGHDK,0
CAJGJ3K,0
CAJGJYK,0
CAJGKEK,0
CAJGKZK,0
CAJGLNK,0
CAJGM1K,0
CAJGMKK,0
CAJGMMK,0
CAJGMXK,0
CAJGNDK,0
CAJGNEK,0
CAJGP8K,0
CAJGQXK,0
CAJGRQK,0
CAJGT2K,0
CAJGT4K,0
CAJGT9K,0
CAJGU0K,0
CAJGV8K,0
CAJGVDK,0
CAJGWVK,0
CAJGXXK,0
CAJGY6K,0
CAJH0RK,0
CAJH21K,0
CAJH2RK,0
CAJH2TK,0
CAJH3MK,0
CAJH3VK,0
CAJH47K,0
CAJH4TK,1
CAJH4UK,0
CAJH5WK,0
CAJH6IK,0
CAJH6MK,0
CAJH7XK,0
CAJH9DK,0
CAJHC3K,0
CAJHCEK,0
CAJHCGK,0
CAJHF1K,0
CAJHHDK,0
CAJHKHK,0
CAJHL6K,0
CAJHM4K,0
CAJHMJK,0
CAJHN6K,0
CAJHNEK,0
CAJHONK,0
CAJHPMK,0
CAJHPNK,0
CAJHPUK,0
CAJHPZK,0
CAJHQMK,0
CAJHQVK,0
CAJHRYK,0
CAJHS0K,0
CAJHSIK,0
CAJHTKK,0
CAJHUYK,1
CAJHWCK,0
CAJHX3K,0
CAJHZFK,0
CAJHZGK,1
CAJHZMK,0
CAJI0QK,0
CAJI1OK,0
CAJI1QK,0
CAJI1XK,0
CAJI21K,0
CAJI3HK,0
CAJI3XK,0
CAJI4OK,0
CAJI53K,0
CAJI55K,0
CAJI5WK,0
CAJI68K,1
CAJI99K,1
CAJI9GK,0
CAJI9ZK,0
CAJIA0K,0
CAJIA8K,0
CAJIATK,0
CAJIBFK,0
CAJIBUK,0
CAJIC8K,0
CAJID5K,0
CAJIDGK,0
CAJIE6K,0
CAJIEIK,0
CAJIEJK,0
CAJIEKK,0
CAJIFQK,0
CAJIGEK,0
CAJIGFK,0
CAJIGWK,0
CAJIH6K,0
CAJIIBK,0
CAJIICK,0
CAJIJ3K,0
CAJIJNK,0
CAJILNK,0
CAJIOSK,0
CAJIP9K,1
CAJIPLK,0
CAJIQ1K,0
CAJIRCK,0
CAJISBK,0
CAJIULK,0
CAJIUMK,0
CAJIUQK,0
CAJIUZK,0
CAJIV0K,0
CAJIVAK,1
CAJIVNK,0
CAJIYUK,0
CAJIZAK,0
CAJJ09K,0
CAJJ15K,0
CAJJ18K,0
CAJJ1TK,0
CAJJ3GK,0
CAJJ58K,0
CAJJ5MK,0
CAJJ5RK,0
CAJJ74K,0
CAJJ7SK,0
CAJJ8PK,0
CAJJ8RK,0
CAJJA2K,0
CAJJB6K,0
CAJJBCK,0
CAJJC0K,0
CAJJC2K,0
CAJJCWK,1
CAJJDRK,0
CAJJEXK,0
CAJJIUK,1
CAJJK5K,0
CAJJKGK,0
CAJJKHK,0
CAJJL2K,1
CAJJM5K,0
CAJJMEK,0
CAJJMFK,0
CAJJOQK,0
CAJJOUK,0
CAJJPZK,0
CAJJQJK,0
CAJJRPK,0
CAJJS0K,0
CAJJS2K,0
CAJJSGK,0
CAJJSHK,1
CAJJUJK,0
CAJJUSK,0
CAJJW3K,0
CAJJZ4K,0
CAJK0QK,0
CAJK51K,0
CAJK53K,0
CAJK5TK,0
CAJK7DK,0
CAJK81K,0
CAJK8DK,0
CAJK94K,0
CAJKC4K,0
CAJKC6K,1
CAJKCMK,0
CAJKCOK,0
CAJKEIK,0
CAJKG6K,0
CAJKIEK,0
CAJKIOK,0
CAJKJZK,0
CAJKKUK,0
CAJKNAK,0
CAJKOMK,0
CAJKOSK,0
CAJKP4K,0
CAJKP7K,0
CAJKQBK,0
CAJKQUK,0
CAJKR2K,0
CAJKRJK,1
CAJKSSK,0
CAJKT4K,0
CAJKVHK,0
CAJKW2K,0
CAJKXFK,1
CAJKYPK,0
CAJKZHK,0
CAJKZWK,0
CAJKZYK,0
CAJL06K,0
CAJL0CK,0
CAJL0VK,0
CAJL1IK,0
CAJL1OK,0
CAJL2SK,0
CAJL2WK,0
CAJL31K,0
CAJL3DK,0
CAJL3LK,0
CAJL3TK,0
CAJL45K,0
CAJL6IK,0
CAJL6KK,0
CAJL7OK,0
CAJL7XK,0
CAJL9KK,0
CAJL9LK,0
CAJLCHK,0
CAJLD4K,0
CAJLDGK,0
CAJLF3K,0
CAJLFCK,0
CAJLFQK,0
CAJLGCK,0
CAJLGGK,0
CAJLGJK,0
CAJLGQK,0
CAJLGXK,0
CAJLH0K,1
CAJLHLK,1
CAJLKAK,0
CAJLLBK,0
CAJLN4K,0
CAJLNEK,0
CAJLQ5K,0
CAJLQBK,1
CAJLR3K,0
CAJLS6K,0
CAJLSAK,1
CAJLSNK,0
CAJLVJK,0
CAJLVQK,0
CAJLWGK,0
CAJLWSK,0
CAJLWWK,0
CAJLXJK,0
CAJLY2K,0
CAJLZKK,0
CAJLZQK,0
CAJM0CK,0
CAJM0IK,0
CAJM0MK,0
CAJM1HK,0
CAJM2TK,0
CAJM3AK,0
CAJM3QK,0
CAJM43K,0
CAJM4EK,0
CAJM5SK,0
CAJM5YK,0
CAJM5ZK,0
CAJM7IK,0
CAJM8AK,0
CAJM8DK,0
CAJM8IK,0
CAJM90K,0
CAJM92K,0
CAJM93K,0
CAJM98K,0
CAJMAJK,0
CAJMB5K,0
CAJMC9K,0
CAJMCDK,0
CAJMD6K,0
CAJMDOK,0
CAJMDPK,1
CAJMFRK,0
CAJMFZK,0
CAJMHFK,0
CAJMIKK,0
CAJMIMK,1
CAJMKIK,0
CAJMKPK,0
CAJMLPK,0
CAJMMRK,0
CAJMNHK,0
CAJMR3K,0
CAJMR7K,0
CAJMTAK,0
CAJMTDK,0
CAJMTXK,0
CAJMU8K,0
CAJMV3K,0
CAJMV7K,0
CAJMXCK,0
CAJMY7K,0
CAJMY9K,0
CAJMYFK,0
CAJMYIK,0
CAJMYLK,0
CAJN0TK,0
CAJN1YK,0
CAJN5EK,0
CAJN6KK,0
CAJN6ZK,0
CAJN77K,0
CAJN82K,0
CAJN9CK,0
CAJN9NK,0
CAJNA1K,0
CAJNA3K,0
CAJND7K,0
CAJNE2K,0
CAJNECK,0
CAJNEXK,0
CAJNF3K,0
CAJNF6K,0
CAJNFBK,0
CAJNFPK,0
CAJNHQK,0
CAJNKNK,0
CAJNLUK,0
CAJNMDK,1
CAJNMIK,0
CAJNO4K,0
CAJNQDK,1
CAJNQFK,0
CAJNR3K,0
CAJNRDK,0
CAJNS7K,0
CAJNT4K,0
CAJNUFK,0
CAJNUYK,0
CAJNV9K,0
CAJNVTK,0
CAJNWBK,0
CAJNWHK,0
CAJNWVK,0
CAJNX3K,0
CAJNXAK,0
CAJNYLK,0
CAJNZBK,0
CAJO0XK,0
CAJO19K,0
CAJO1RK,0
CAJO1ZK,0
CAJO3RK,0
CAJO3YK,0
CAJO3ZK,0
CAJO4EK,0
CAJO5AK,0
CAJO5WK,1
CAJO65K,1
CAJO6JK,0
CAJO7YK,0
CAJO9PK,0
CAJOAMK,0
CAJOANK,1
CAJOASK,0
CAJOD3K,0
CAJOE1K,0
CAJOEEK,0
CAJOETK,0
CAJOFBK,0
CAJOFOK,0
CAJOIFK,0
CAJOIKK,0
CAJOJ6K,1
CAJOJFK,0
CAJOJXK,0
CAJOK2K,1
CAJOLFK,0
CAJOLHK,0
CAJOLSK,0
CAJOLVK,0
CAJOMBK,0
CAJOMQK,0
CAJON5K,0
CAJOO5K,0
CAJOP0K,0
CAJOQ1K,0
CAJOQQK,0
CAJOQTK,0
CAJOS5K,0
CAJOTHK,0
CAJOU9K,0
CAJOW6K,0
CAJP0CK,1
CAJP1DK,0
CAJP2UK,0
CAJP35K,0
CAJP41K,0
CAJP44K,0
CAJP4BK,0
CAJP7XK,0
CAJP98K,0
CAJPALK,0
CAJPBYK,0
CAJPCLK,0
CAJPCQK,1
CAJPCUK,1
CAJPD4K,0
CAJPDIK,0
CAJPFSK,0
CAJPG5K,0
CAJPGCK,0
CAJPGEK,0
CAJPH8K,0
CAJPIWK,0
CAJPJ8K,1
CAJPLTK,0
CAJPP9K,1
CAJPPVK,0
CAJPRYK,0
CAJPSQK,0
CAJPSTK,0
CAJPTPK,0
CAJPU0K,0
CAJPVMK,0
CAJPX1K,0
CAJPY0K,1
CAJQ0JK,1
CAJQ19K,0
CAJQ1JK,0
CAJQ2NK,0
CAJQ31K,0
CAJQ3DK,0
CAJQ3FK,0
CAJQ53K,0
CAJQ57K,0
CAJQ66K,0
CAJQ6SK,0
CAJQ6ZK,0
CAJQ74K,0
CAJQ7LK,0
CAJQ7RK,0
CAJQ8JK,0
CAJQ8OK,0
CAJQ8SK,1
CAJQ92K,0
CAJQ97K,0
CAJQBLK,1
CAJQC9K,0
CAJQD6K,0
CAJQDOK,0
CAJQDXK,0
CAJQEBK,0
CAJQEPK,1
CAJQFTK,0
CAJQH6K,0
CAJQHAK,0
CAJQI7K,0
CAJQITK,0
CAJQJUK,0
CAJQKBK,0
CAJQLZK,0
CAJQM7K,0
CAJQQGK,1
CAJQQLK,0
CAJQQPK,0
CAJQQUK,0
CAJQRSK,0
CAJQU8K,0
CAJQUDK,0
CAJQUEK,0
CAJQVOK,1
CAJQVYK,0
CAJQWRK,0
CAJQYLK,0
CAJQYQK,0
CAJQZBK,0
CAJR06K,0
CAJR0IK,0
CAJR0JK,0
CAJR2GK,0
CAJR2SK,0
CAJR3BK,0
CAJR3NK,0
CAJR3OK,0
CAJR48K,0
CAJR4MK,0
CAJR5MK,0
CAJR5ZK,0
CAJR66K,0
CAJR6GK,0
CAJR77K,0
CAJR78K,0
CAJR7WK,0
CAJR8JK,0
CAJRAEK,0
CAJRAHK,0
CAJRC3K,0
CAJRDLK,0
CAJREWK,0
CAJRHXK,0
CAJRJ3K,0
CAJRJ7K,0
CAJRJBK,0
CAJRJDK,0
CAJRL3K,0
CAJRLBK,0
CAJRLHK,0
CAJRMRK,0
CAJRNXK,0
CAJROTK,1
CAJRPKK,0
CAJRQ2K,0
CAJRQIK,1
CAJRQJK,0
CAJRU1K,0
CAJRVPK,0
CAJRW9K,0
CAJRWOK,0
CAJRX4K,0
CAJRY5K,0
CAJRY9K,0
CAJRYRK,0
CAJS0KK,0
CAJS2DK,0
CAJS2KK,0
CAJS2TK,0
CAJS31K,0
CAJS3PK,0
CAJS90K,0
CAJSAIK,0
CAJSAQK,0
CAJSATK,0
CAJSC8K,0
CAJSCEK,1
CAJSDKK,0
CAJSELK,0
CAJSETK,0
CAJSEYK,0
CAJSF3K,0
CAJSGLK,0
CAJSHIK,0
CAJSHQK,0
CAJSMPK,0
CAJSN0K,0
CAJSNOK,0
CAJSNQK,0
CAJSODK,0
CAJSOGK,0
CAJSP8K,0
CAJSPHK,0
CAJSQ5K,0
CAJSQHK,0
CAJSQLK,0
CAJSR8K,0
CAJSRCK,0
CAJSROK,0
CAJSRQK,0
CAJSS0K,0
CAJSS4K,0
CAJSSPK,0
CAJSSXK,0
CAJSSZK,0
CAJSUWK,0
CAJSVEK,0
CAJSVRK,0
CAJSVZK,0
CAJSXWK,0
CAJSYKK,0
CAJSYZK,0
CAJT0NK,0
CAJT1CK,0
CAJT1EK,0
CAJT21K,0
CAJT2LK,0
CAJT2RK,0
CAJT3NK,0
CAJT3SK,0
CAJT3TK,0
CAJT4EK,0
CAJT53K,0
CAJT56K,0
CAJT5CK,0
CAJT6WK,0
CAJT76K,0
CAJT7AK,0
CAJT7QK,0
CAJT83K,0
CAJT8HK,0
CAJTARK,0
CAJTB5K,0
CAJTBQK,0
CAJTBUK,0
CAJTCNK,0
CAJTDKK,0
CAJTEKK,0
CAJTG8K,0
CAJTGZK,0
CAJTHSK,0
CAJTHXK,0
CAJTKKK,0
CAJTL6K,0
CAJTLAK,0
CAJTLCK,0
CAJTLHK,0
CAJTLKK,0
CAJTP1K,0
CAJTQFK,0
CAJTQRK,0
CAJTSRK,0
CAJTTAK,0
CAJTTEK,0
CAJTTQK,0
CAJTTWK,0
CAJTUQK,0
CAJTUSK,0
CAJTWBK,0
CAJTXAK,0
CAJTY7K,1
CAJTYGK,0
CAJU0GK,0
CAJU0MK,0
CAJU2BK,0
CAJU3FK,0
CAJU3VK,0
CAJU4NK,0
CAJU57K,1
CAJU5DK,0
CAJU63K,0
CAJU68K,0
CAJU6GK,1
CAJU6MK,0
CAJU6OK,1
CAJU6VK,0
CAJU6ZK,0
CAJU80K,0
CAJU8PK,0
CAJU8XK,0
CAJU91K,0
CAJUBKK,0
CAJUC6K,0
CAJUCHK,0
CAJUCQK,0
CAJUE5K,0
CAJUGNK,0
CAJUGSK,0
CAJUHMK,0
CAJUHVK,0
CAJUI3K,0
CAJUIFK,0
CAJUJGK,0
CAJUK3K,0
CAJULNK,0
CAJUMHK,0
CAJUQCK,0
CAJUQKK,0
CAJURTK,0
CAJUS1K,0
CAJUSOK,0
CAJUSQK,0
CAJUTBK,1
CAJUTKK,0
CAJUTMK,0
CAJUTWK,1
CAJUU1K,0
CAJUU4K,0
CAJUUGK,0
CAJUWCK,0
CAJUXTK,0
CAJUZ2K,0
CAJUZGK,0
CAJUZNK,0
CAJV08K,0
CAJV0KK,0
CAJV14K,0
CAJV3LK,0
CAJV3NK,1
CAJV4BK,0
CAJV5RK,0
CAJV6LK,0
CAJV7IK,1
CAJV88K,0
CAJV8EK,0
CAJV9SK,0
CAJV9ZK,0
CAJVAIK,0
CAJVBGK,0
CAJVBOK,1
CAJVD0K,0
CAJVD2K,0
CAJVDAK,0
CAJVFRK,1
CAJVGDK,0
CAJVGGK,0
CAJVGTK,0
CAJVH9K,0
CAJVHFK,0
CAJVHPK,0
CAJVI6K,0
CAJVMLK,0
CAJVP1K,0
CAJVR2K,0
CAJVR6K,0
CAJVS4K,0
CAJVSBK,0
CAJVTLK,0
CAJVUKK,0
CAJVUMK,0
CAJVVSK,0
CAJVWKK,1
CAJVWYK,0
CAJVXLK,0
CAJVXOK,0
CAJVYRK,0
CAJVZ5K,0
CAJVZXK,0
CAJW0CK,0
CAJW1IK,0
CAJW3MK,0
CAJW3XK,0
CAJW4OK,0
CAJW4PK,0
CAJW4UK,1
CAJW5QK,0
CAJW5XK,0
CAJW66K,0
CAJW6LK,0
CAJW7NK,0
CAJW8KK,0
CAJWADK,0
CAJWBIK,0
CAJWBVK,0
CAJWC4K,0
CAJWCOK,0
CAJWD8K,0
CAJWDBK,0
CAJWDXK,1
CAJWE1K,0
CAJWEWK,0
CAJWEXK,0
CAJWEYK,0
CAJWG7K,0
CAJWIAK,0
CAJWJ8K,0
CAJWJOK,0
CAJWLBK,1
CAJWLMK,0
CAJWN0K,0
CAJWNFK,0
CAJWPNK,0
CAJWQMK,0
CAJWQXK,1
CAJWRCK,0
CAJWSNK,0
CAJWT5K,0
CAJWT7K,0
CAJWUOK,0
CAJWVCK,0
CAJWVKK,0
CAJWXFK,0
CAJWYTK,0
CAJWZ6K,0
CAJX04K,1
CAJX27K,1
CAJX2GK,0
CAJX36K,0
CAJX4QK,0
CAJX51K,0
CAJX6GK,0
CAJX73K,0
CAJX7NK,0
CAJX9OK,0
CAJXBCK,0
CAJXBLK,0
CAJXBNK,0
CAJXBYK,0
CAJXCPK,0
CAJXELK,0
CAJXFAK,0
CAJXFJK,0
CAJXGXK,0
CAJXJ9K,0
CAJXK5K,0
CAJXLEK,0
CAJXLFK,0
CAJXLLK,0
CAJXM2K,0
CAJXMNK,0
CAJXN9K,0
CAJXNIK,0
CAJXNYK,0
CAJXPBK,1
CAJXPEK,0
CAJXPUK,0
CAJXQWK,0
CAJXRQK,0
CAJXTFK,0
CAJXTWK,0
CAJXUJK,0
CAJXUPK,0
CAJXUUK,0
CAJXWKK,0
CAJXX4K,0
CAJXXKK,0
CAJXXYK,0
CAJXY2K,0
CAJXYDK,0
CAJXYMK,0
CAJY0OK,0
CAJY0RK,0
CAJY2FK,0
CAJY43K,0
CAJY5LK,0
CAJY7TK,0
CAJYBHK,1
CAJYCQK,0
CAJYCUK,0
CAJYE4K,0
CAJYE7K,0
CAJYFEK,0
CAJYFSK,0
CAJYHIK,0
CAJYKBK,0
CAJYKCK,0
CAJYKRK,0
CAJYM4K,0
CAJYP1K,0
CAJYPAK,0
CAJYQ1K,0
CAJYQ2K,0
CAJYRDK,0
CAJYRTK,0
CAJYSOK,0
CAJYTFK,0
CAJYTHK,0
CAJYU8K,0
CAJYV6K,0
CAJYV7K,0
CAJYWCK,0
CAJYWDK,0
CAJYX8K,0
CAJYXKK,0
CAJYYBK,0
CAJYYMK,0
CAJYZIK,0
CAJYZJK,0
CAJYZUK,0
CAJYZZK,0
CAJZ04K,0
CAJZ09K,0
CAJZ0FK,0
CAJZ29K,0
CAJZ3QK,1
CAJZ4SK,0
CAJZ5DK,0
CAJZ5HK,0
CAJZ5YK,0
CAJZ78K,0
CAJZ89K,0
CAJZ9LK,0
CAJZ9SK,0
CAJZ9YK,0
CAJZBCK,0
CAJZC1K,0
CAJZENK,0
CAJZF3K,0
CAJZFKK,0
CAJZFXK,0
CAJZGEK,0
CAJZGNK,0
CAJZGQK,0
CAJZHNK,0
CAJZHPK,0
CAJZHTK,0
CAJZHWK,0
CAJZHZK,0
CAJZJSK,0
CAJZKOK,0
CAJZKQK,0
CAJZKWK,0
CAJZLSK,0
CAJZMBK,0
CAJZMLK,0
CAJZNJK,0
CAJZNNK,0
CAJZO7K,0
CAJZP3K,0
CAJZSGK,0
CAJZTJK,0
CAJZTKK,0
CAJZU1K,0
CAJZUPK,0
CAJZUSK,0
CAJZVGK,0
CAJZVJK,0
CAJZWGK,0
CAJZWQK,1
CAJZYJK,0
CAJZZVK,0
CAK004K,0
CAK00OK,0
CAK011K,0
CAK02SK,0
CAK02YK,0
CAK04BK,0
CAK04RK,0
CAK069K,0
CAK06XK,0
CAK07CK,1
CAK07EK,1
CAK07IK,0
CAK07YK,0
CAK081K,0
CAK08DK,0
CAK08GK,0
CAK08SK,0
CAK092K,1
CAK09DK,0
CAK0A1K,0
CAK0B6K,0
CAK0BFK,0
CAK0CKK,0
CAK0D8K,0
CAK0DRK,0
CAK0E2K,0
CAK0FHK,0
CAK0FIK,0
CAK0GBK,0
CAK0HOK,0
CAK0IAK,0
CAK0K6K,0
CAK0L1K,0
CAK0L3K,0
CAK0LAK,1
CAK0M0K,0
CAK0MPK,0
CAK0NXK,0
CAK0OIK,0
CAK0OTK,0
CAK0PRK,0
CAK0RBK,0
CAK0RPK,0
CAK0RUK,0
CAK0SAK,0
CAK0SBK,0
CAK0SMK,0
CAK0SZK,0
CAK0TCK,0
CAK0TVK,0
CAK0UGK,0
CAK0UKK,0
CAK0VFK,0
CAK0VQK,0
CAK0VTK,0
CAK0WBK,0
CAK0WFK,0
CAK0WQK,0
CAK0X5K,0
CAK0XZK,0
CAK0Y3K,0
CAK0YPK,0
CAK0YXK,0
CAK0ZLK,0
CAK0ZOK,0
CAK10NK,0
CAK118K,0
CAK120K,0
CAK125K,0
CAK12QK,0
CAK12VK,0
CAK13HK,0
CAK13KK,0
CAK13VK,0
CAK14LK,0
CAK14QK,0
CAK15KK,0
CAK163K,0
CAK16BK,0
CAK17CK,0
CAK1C7K,0
CAK1CEK,0
CAK1E4K,0
CAK1E9K,0
CAK1EBK,0
CAK1EWK,0
CAK1FJK,0
CAK1FMK,0
CAK1G1K,0
CAK1G6K,0
CAK1H4K,0
CAK1HQK,0
CAK1I4K,0
CAK1J0K,0
CAK1KWK,1
CAK1MCK,1
CAK1MUK,0
CAK1MYK,0
CAK1NZK,0
CAK1PFK,0
CAK1Q9K,0
CAK1QBK,0
CAK1R4K,0
CAK1RGK,0
CAK1RKK,0
CAK1SJK,1
CAK1SYK,0
CAK1TYK,0
CAK1ULK,0
CAK1URK,0
CAK1VCK,0
CAK1W5K,0
CAK1X8K,0
CAK1Y7K,0
CAK1Z7K,0
CAK1Z9K,0
CAK1ZKK,0
CAK1ZUK,0
CAK1ZZK,0
CAK200K,0
CAK204K,0
CAK21HK,0
CAK221K,0
CAK22JK,0
CAK23XK,0
CAK24HK,0
CAK26DK,0
CAK26NK,0
CAK274K,0
CAK2ALK,0
CAK2CNK,0
CAK2CUK,0
CAK2EOK,0
CAK2F4K,0
CAK2FGK,1
CAK2JAK,0
CAK2JOK,0
CAK2K2K,0
CAK2KZK,0
CAK2LIK,0
CAK2MAK,0
CAK2N1K,0
CAK2OFK,0
CAK2PIK,0
CAK2Q8K,1
CAK2QQK,0
CAK2R0K,0
CAK2T2K,0
CAK2T4K,0
CAK2TPK,0
CAK2TWK,0
CAK2U6K,0
CAK2UKK,0
CAK2UMK,0
CAK2VOK,0
CAK2VRK,0
CAK2X8K,1
CAK2YVK,0
CAK2ZCK,0
CAK2ZVK,0
CAK30AK,0
CAK319K,1
CAK31HK,1
CAK31TK,1
CAK31WK,0
CAK31XK,0
CAK32KK,0
CAK336K,0
CAK34VK,0
CAK354K,0
CAK365K,0
CAK36ZK,0
CAK372K,0
CAK37FK,0
CAK38FK,0
CAK38KK,0
CAK38WK,0
CAK397K,0
CAK39UK,0
CAK3B4K,0
CAK3BJK,0
CAK3CBK,0
CAK3CZK,0
CAK3D1K,0
CAK3D2K,0
CAK3FBK,0
CAK3G8K,1
CAK3IBK,0
CAK3ITK,0
CAK3KRK,0
CAK3KWK,0
CAK3M6K,0
CAK3MLK,0
CAK3MUK,0
CAK3N1K,0
CAK3OZK,0
CAK3P3K,0
CAK3Q7K,0
CAK3QZK,0
CAK3RWK,0
CAK3S3K,0
CAK3S9K,1
CAK3STK,0
CAK3TPK,0
CAK3TZK,0
CAK3U1K,1
CAK3UGK,0
CAK3VEK,0
CAK3WMK,0
CAK3WQK,0
CAK3Y6K,0
CAK3YJK,1
CAK402K,0
CAK40AK,0
CAK40BK,0
CAK40HK,1
CAK40LK,0
CAK40WK,0
CAK41JK,0
CAK42XK,0
CAK450K,0
CAK466K,0
CAK475K,0
CAK485K,0
CAK488K,0
CAK49BK,0
CAK49TK,0
CAK4AQK,0
CAK4B1K,0
CAK4BFK,1
CAK4BQK,0
CAK4D6K,0
CAK4E3K,0
CAK4EKK,0
CAK4FBK,0
CAK4GFK,0
CAK4HAK,0
CAK4HGK,0
CAK4HIK,0
CAK4IYK,0
CAK4KGK,0
CAK4MBK,0
CAK4MKK,0
CAK4MLK,0
CAK4N8K,0
CAK4O8K,1
CAK4OAK,0
CAK4OBK,0
CAK4P4K,0
CAK4PCK,0
CAK4PHK,0
CAK4QAK,0
CAK4R5K,0
CAK4SPK,0
CAK4SXK,0
CAK4TPK,0
CAK4UUK,0
CAK4V6K,0
CAK4WEK,0
CAK4WLK,0
CAK4WXK,0
CAK4X0K,0
CAK4XEK,0
CAK4XHK,0
CAK4XPK,0
CAK4XXK,0
CAK4XZK,0
CAK4YMK,0
CAK513K,0
CAK51AK,0
CAK51CK,0
CAK51DK,0
CAK51EK,0
CAK51LK,0
CAK51RK,0
CAK52RK,0
CAK539K,0
CAK53XK,0
CAK54HK,0
CAK54VK,0
CAK55BK,0
CAK570K,0
CAK593K,0
CAK59BK,0
CAK5E5K,0
CAK5FMK,0
CAK5HVK,0
CAK5IRK,0
CAK5JMK,0
CAK5K9K,1
CAK5KFK,0
CAK5LCK,0
CAK5M2K,0
CAK5N8K,0
CAK5NAK,0
CAK5NJK,0
CAK5O4K,0
CAK5OZK,0
CAK5P2K,0
CAK5QIK,1
CAK5RLK,0
CAK5S2K,0
CAK5S5K,0
CAK5THK,0
CAK5UDK,0
CAK5UPK,0
CAK5URK,0
CAK5WHK,0
CAK5WQK,0
CAK5YHK,0
CAK5YNK,0
CAK5YSK,0
CAK5Z9K,0
CAK5ZMK,1
CAK60UK,0
CAK61PK,0
CAK62ZK,0
CAK638K,0
CAK63UK,0
CAK655K,1
CAK659K,0
CAK65UK,0
CAK66AK,0
CAK66IK,0
CAK67XK,0
CAK690K,0
CAK691K,0
CAK69KK,0
CAK69OK,0
CAK6ATK,0
CAK6BGK,0
CAK6BQK,0
CAK6C2K,0
CAK6CFK,0
CAK6EYK,0
CAK6FIK,0
CAK6HNK,0
CAK6I2K,0
CAK6ISK,0
CAK6IVK,0
CAK6IWK,0
CAK6KHK,0
CAK6KXK,0
CAK6LAK,0
CAK6M3K,0
CAK6MUK,0
CAK6N4K,0
CAK6NQK,0
CAK6OSK,0
CAK6OWK,0
CAK6OXK,0
CAK6PPK,0
CAK6PUK,0
CAK6PZK,0
CAK6QEK,0
CAK6QIK,0
CAK6QZK,0
CAK6RZK,0
CAK6SWK,0
CAK6T9K,1
CAK6U6K,0
CAK6UNK,0
CAK6VCK,0
CAK6VDK,0
CAK6VGK,0
CAK6VVK,0
CAK6XPK,0
CAK6Y0K,0
CAK6Y8K,0
CAK6YBK,1
CAK6YUK,0
CAK6Z7K,0
CAK6ZGK,0
CAK6ZPK,0
CAK72RK,0
CAK75IK,0
CAK76AK,0
CAK76HK,0
CAK77KK,0
CAK77YK,0
CAK78PK,0
CAK797K,1
CAK79EK,0
CAK7ANK,0
CAK7ASK,0
CAK7AVK,0
CAK7D1K,0
CAK7D7K,0
CAK7D9K,0
CAK7DIK,0
CAK7GPK,0
CAK7HLK,0
CAK7INK,0
CAK7ITK,0
CAK7J3K,1
CAK7J8K,0
CAK7JAK,0
CAK7JCK,0
CAK7JJK,0
CAK7K9K,0
CAK7KRK,0
CAK7L1K,0
CAK7L2K,0
CAK7M0K,0
CAK7M7K,0
CAK7MIK,0
CAK7MMK,0
CAK7NJK,1
CAK7NPK,0
CAK7O7K,0
CAK7PCK,0
CAK7PJK,0
CAK7QVK,0
CAK7SAK,0
CAK7SVK,0
CAK7TAK,0
CAK7TMK,0
CAK7TRK,0
CAK7TVK,0
CAK7UMK,0
CAK7V0K,0
CAK7W4K,1
CAK7WHK,0
CAK7YDK,0
CAK7YQK,0
CAK7YTK,0
CAK7Z0K,0
CAK801K,0
CAK81AK,0
CAK81BK,0
CAK83PK,0
CAK83QK,0
CAK85FK,0
CAK85PK,0
CAK85ZK,0
CAK86HK,0
CAK873K,0
CAK874K,0
CAK89HK,0
CAK8A0K,0
CAK8A2K,0
CAK8AGK,0
CAK8AUK,0
CAK8C8K,0
CAK8DQK,0
CAK8E7K,0
CAK8FHK,0
CAK8GQK,0
CAK8HHK,0
CAK8HJK,0
CAK8I6K,0
CAK8IAK,0
CAK8IFK,0
CAK8L4K,0
CAK8LNK,0
CAK8MHK,0
CAK8MKK,0
CAK8N6K,0
CAK8N9K,0
