id,flag_a
CAUU5PK,1
CAUU60K,1
CAUU64K,1
CAUU6OK,1
CAUU76K,1
CAUU7LK,1
CAUU8VK,1
CAUU9QK,1
CAUUACK,1
CAUUBIK,1
CAUUBKK,1
CAUUBNK,1
CAUUBRK,1
CAUUBYK,1
CAUUCHK,1
CAUUCMK,1
CAUUD2K,1
CAUUD9K,1
CAUUDCK,1
CAUUDTK,1
CAUUDWK,1
CAUUE2K,1
CAUUE3K,1
CAUUEEK,1
CAUUGDK,1
CAUUGZK,1
CAUUHPK,1
CAUUHZK,1
CAUUIDK,1
CAUUJEK,1
CAUUJJK,1
CAUUJOK,1
CAUUJYK,1
CAUUKCK,1
CAUUKZK,1
CAUULIK,1
CAUULMK,1
CAUUMQK,1
CAUUMXK,0
CAUUNCK,1
CAUUNRK,1
CAUUO2K,1
CAUUOTK,1
CAUUP9K,1
CAUUPDK,1
CAUUPJK,0
CAUUPXK,1
CAUUQ2K,1
CAUUQTK,1
CAUUR9K,1
CAUURMK,1
CAUURQK,1
CAUUTWK,1
CAUUTXK,1
CAUUU8K,0
CAUUUCK,1
CAUUUJK,1
CAUUV6K,1
CAUUVSK,1
CAUUVWK,1
CAUUVXK,1
CAUUWPK,1
CAUUWSK,1
CAUUX0K,1
CAUUX1K,1
CAUUXMK,1
CAUUXPK,1
CAUUY7K,1
CAUUYAK,1
CAUUYBK,0
CAUUYJK,1
CAUUZWK,1
CAUV04K,1
CAUV1WK,1
CAUV1YK,0
CAUV2GK,1
CAUV33K,0
CAUV3CK,1
CAUV3RK,1
CAUV3ZK,0
CAUV4GK,1
CAUV5HK,1
CAUV5NK,0
CAUV61K,1
CAUV74K,0
CAUV7UK,1
CAUV8LK,1
CAUV8MK,1
CAUV8NK,1
CAUV9MK,1
CAUV9SK,1
CAUVA2K,1
CAUVA3K,1
CAUVA4K,1
CAUVA8K,1
CAUVB2K,1
CAUVC6K,1
CAUVCIK,1
CAUVCRK,1
CAUVCYK,1
CAUVD1K,1
CAUVD3K,1
CAUVD8K,1
CAUVD9K,1
CAUVDIK,1
CAUVE1K,1
CAUVEFK,1
CAUVERK,1
CAUVEVK,1
CAUVEYK,1
CAUVF8K,1
CAUVGLK,1
CAUVGNK,1
CAUVGPK,1
CAUVGTK,1
CAUVHEK,1
CAUVIRK,0
CAUVIZK,1
CAUVJ1K,1
CAUVJSK,1
CAUVKEK,1
CAUVKNK,0
CAUVKPK,1
CAUVKWK,1
CAUVLLK,1
CAUVLXK,1
CAUVM8K,0
CAUVMTK,1
CAUVN1K,1
CAUVNIK,1
CAUVO4K,1
CAUVO7K,1
CAUVOEK,1
CAUVOKK,1
CAUVP2K,1
CAUVPSK,1
CAUVQTK,1
CAUVQVK,1
CAUVRBK,1
CAUVRCK,1
CAUVRGK,1
CAUVRVK,1
CAUVS2K,1
CAUVSOK,0
CAUVT4K,1
CAUVT7K,1
CAUVTAK,1
CAUVTTK,1
CAUVTYK,1
CAUVU0K,1
CAUVUCK,1
CAUVVBK,1
CAUVXMK,0
CAUVY0K,1
CAUVYQK,1
CAUVZ2K,1
CAUVZLK,1
CAUVZTK,1
CAUVZXK,1
CAUW1NK,1
CAUW1QK,1
CAUW1VK,1
CAUW2DK,1
CAUW35K,1
CAUW4QK,1
CAUW4SK,1
CAUW5DK,1
CAUW5JK,1
CAUW62K,1
CAUW67K,0
CAUW7OK,1
CAUW7XK,1
CAUW86K,1
CAUW9HK,1
CAUW9YK,1
CAUWA0K,1
CAUWAOK,1
CAUWAVK,1
CAUWB6K,0
CAUWBPK,1
CAUWD0K,1
CAUWD4K,1
CAUWDMK,1
CAUWDNK,1
CAUWEDK,1
CAUWFWK,1
CAUWGQK,1
CAUWGWK,1
CAUWHFK,1
CAUWHIK,1
CAUWJ7K,1
CAUWJ9K,1
CAUWJKK,1
CAUWJNK,1
CAUWJQK,0
CAUWJWK,1
CAUWK0K,1
CAUWKJK,1
CAUWKQK,1
CAUWKYK,1
CAUWL4K,0
CAUWLAK,1
CAUWLCK,1
CAUWLOK,1
CAUWLPK,1
CAUWLYK,1
CAUWLZK,1
CAUWMGK,1
CAUWMWK,1
CAUWNAK,1
CAUWNCK,1
CAUWOVK,1
CAUWP5K,1
CAUWP9K,1
CAUWQOK,1
CAUWQQK,1
CAUWQTK,1
CAUWQUK,1
CAUWQVK,1
CAUWQZK,1
CAUWRFK,1
CAUWSBK,1
CAUWT5K,1
CAUWTBK,1
CAUWTJK,1
CAUWTNK,1
CAUWTRK,1
CAUWUCK,1
CAUWUYK,1
CAUWV7K,1
CAUWVKK,1
CAUWVYK,1
CAUWWUK,1
CAUWWXK,1
CAUWXFK,1
CAUWXOK,1
CAUWZDK,1
CAUWZJK,1
CAUX06K,1
CAUX0AK,1
CAUX0XK,1
CAUX10K,1
CAUX1YK,1
CAUX2LK,1
CAUX35K,1
CAUX36K,1
CAUX3HK,1
CAUX3VK,1
CAUX4RK,1
CAUX55K,1
CAUX6NK,1
CAUX71K,1
CAUX7GK,1
CAUX7OK,1
CAUX7RK,1
CAUX85K,1
CAUX86K,1
CAUX87K,1
CAUX8BK,1
CAUX8HK,1
CAUX8KK,1
CAUX8PK,1
CAUX8RK,1
CAUX95K,1
CAUX96K,1
CAUX9VK,1
CAUXAJK,1
CAUXBIK,1
CAUXCHK,0
CAUXCTK,1
CAUXDJK,1
CAUXDNK,0
CAUXEVK,1
CAUXF3K,0
CAUXFDK,1
CAUXFJK,1
CAUXFNK,1
CAUXFSK,1
CAUXFXK,1
CAUXGTK,1
CAUXHMK,1
CAUXI5K,1
CAUXIPK,1
CAUXIRK,1
CAUXJSK,1
CAUXJYK,1
CAUXKAK,1
CAUXKLK,1
CAUXLSK,1
CAUXLZK,1
CAUXMXK,1
CAUXNEK,1
CAUXNXK,1
CAUXO2K,1
CAUXOPK,1
CAUXP4K,1
CAUXP6K,1
CAUXPBK,1
CAUXPCK,1
CAUXPVK,1
CAUXPXK,1
CAUXQJK,1
CAUXQNK,0
CAUXSGK,1
CAUXTHK,1
CAUXTJK,1
CAUXU2K,1
CAUXUBK,1
CAUXUGK,1
CAUXUIK,1
CAUXUUK,1
CAUXV1K,1
CAUXV9K,1
CAUXVDK,1
CAUXVNK,1
CAUXVPK,1
CAUXX3K,1
CAUXXTK,1
CAUXY5K,1
CAUXYUK,1
CAUXZ0K,1
CAUXZDK,1
CAUXZGK,1
CAUXZHK,1
CAUXZIK,1
CAUXZJK,1
CAUXZOK,1
CAUXZQK,1
CAUY1FK,1
CAUY1VK,1
CAUY2EK,1
CAUY2NK,1
CAUY40K,1
CAUY4MK,1
CAUY5UK,1
CAUY6PK,1
CAUY75K,1
CAUY7HK,1
CAUY7IK,1
CAUY7QK,1
CAUY8LK,1
CAUY97K,0
CAUY9CK,1
CAUY9EK,0
CAUY9LK,1
CAUYA6K,1
CAUYAKK,1
CAUYBBK,1
CAUYBKK,1
CAUYBQK,0
CAUYBXK,0
CAUYCHK,1
CAUYCJK,1
CAUYCOK,1
CAUYCRK,1
CAUYD8K,1
CAUYDKK,1
CAUYE9K,1
CAUYEEK,1
CAUYFXK,1
CAUYG4K,1
CAUYGTK,1
CAUYH2K,1
CAUYI1K,1
CAUYIWK,1
CAUYIZK,1
CAUYJ2K,1
CAUYJ8K,1
CAUYJSK,1
CAUYK3K,1
CAUYK4K,1
CAUYKHK,1
CAUYL2K,1
CAUYLMK,1
CAUYLSK,1
CAUYO2K,1
CAUYO8K,0
CAUYP7K,1
CAUYPEK,1
CAUYPKK,1
CAUYPMK,1
CAUYPNK,1
CAUYPSK,1
CAUYPYK,1
CAUYQOK,1
CAUYQZK,1
CAUYS7K,1
CAUYSGK,1
CAUYSZK,1
CAUYUWK,1
CAUYV2K,1
CAUYVJK,1
CAUYVKK,1
CAUYVOK,0
CAUYW2K,1
CAUYWIK,1
CAUYWKK,1
CAUYWMK,1
CAUYWVK,1
CAUYZ9K,1
CAUYZIK,1
CAUYZNK,1
CAUZ05K,1
CAUZ0DK,1
CAUZ0FK,1
CAUZ0GK,1
CAUZ0HK,1
CAUZ13K,1
CAUZ1TK,1
CAUZ1VK,1
CAUZ2LK,1
CAUZ38K,1
CAUZ3BK,1
CAUZ3GK,1
CAUZ3MK,1
CAUZ3RK,1
CAUZ41K,1
CAUZ42K,1
CAUZ4DK,1
CAUZ4OK,1
CAUZ5TK,1
CAUZ60K,1
CAUZ6EK,1
CAUZ71K,1
CAUZ75K,1
CAUZ78K,1
CAUZ7MK,1
CAUZ7OK,1
CAUZ7XK,1
CAUZ80K,1
CAUZ81K,0
CAUZ8JK,1
CAUZ8TK,1
CAUZ91K,1
CAUZ97K,1
CAUZ99K,0
CAUZ9HK,0
CAUZABK,1
CAUZATK,1
CAUZBJK,1
CAUZBTK,1
CAUZC6K,1
CAUZDHK,1
CAUZE0K,1
CAUZEWK,1
CAUZFUK,1
CAUZGUK,1
CAUZHFK,1
CAUZHMK,0
CAUZHXK,1
CAUZIUK,1
CAUZK7K,1
CAUZKIK,0
CAUZKUK,1
CAUZLDK,0
CAUZLXK,0
CAUZM7K,1
CAUZMQK,1
CAUZMSK,1
CAUZN2K,1
CAUZN9K,1
CAUZNDK,1
CAUZNGK,1
CAUZO0K,1
CAUZO4K,1
CAUZOUK,1
CAUZP6K,1
CAUZP7K,1
CAUZPTK,1
CAUZQ7K,1
CAUZQJK,1
CAUZQUK,1
CAUZQZK,1
CAUZS1K,1
CAUZS2K,1
CAUZS5K,1
CAUZSSK,1
CAUZU7K,0
CAUZU8K,1
CAUZUQK,1
CAUZUTK,0
CAUZVEK,1
CAUZVLK,1
CAUZVYK,1
CAUZWUK,1
CAUZX7K,1
CAUZXQK,1
CAUZYPK,1
CAUZYTK,1
CAUZZDK,0
CAV000K,1
CAV00EK,1
CAV00QK,1
CAV00YK,1
CAV029K,1
CAV02AK,1
CAV02CK,0
CAV02SK,1
CAV04LK,1
CAV04YK,1
CAV06MK,0
CAV06NK,1
CAV06YK,1
CAV075K,1
CAV07PK,1
CAV08HK,1
CAV093K,0
CAV09EK,1
CAV0AGK,1
CAV0APK,1
CAV0BAK,1
CAV0BCK,1
CAV0BHK,1
CAV0BSK,0
CAV0CMK,1
CAV0CNK,1
CAV0DCK,1
CAV0DVK,1
CAV0EDK,1
CAV0EKK,1
CAV0ERK,1
CAV0EZK,0
CAV0FAK,1
CAV0FIK,1
CAV0GOK,1
CAV0GYK,1
CAV0H2K,1
CAV0HIK,1
CAV0HRK,1
CAV0IFK,0
CAV0J6K,1
CAV0J9K,1
CAV0JFK,1
CAV0JJK,1
CAV0JTK,1
CAV0KCK,0
CAV0KHK,1
CAV0L6K,1
CAV0LMK,1
CAV0LSK,1
CAV0LXK,1
CAV0M1K,1
CAV0M4K,1
CAV0M6K,1
CAV0MQK,1
CAV0O3K,0
CAV0Q8K,1
CAV0QVK,1
CAV0RDK,1
CAV0SVK,1
CAV0SYK,1
CAV0THK,1
CAV0TKK,1
CAV0TNK,0
CAV0VNK,1
CAV0VWK,1
CAV0WAK,1
CAV0WLK,1
CAV0WUK,1
CAV0X4K,1
CAV0Y1K,1
CAV0YDK,1
CAV0ZZK,1
CAV11RK,1
CAV12EK,1
CAV12IK,1
CAV12MK,1
CAV13BK,1
CAV13CK,1
CAV13VK,1
CAV147K,0
CAV14AK,1
CAV14FK,1
CAV15AK,1
CAV17CK,0
CAV17NK,1
CAV17TK,1
CAV17XK,1
CAV18CK,1
CAV18DK,1
CAV19NK,1
CAV19SK,1
CAV1A7K,1
CAV1ABK,1
CAV1AJK,1
CAV1ANK,1
CAV1AYK,1
CAV1BMK,1
CAV1C9K,1
CAV1CKK,1
CAV1CSK,1
CAV1CYK,1
CAV1D1K,1
CAV1D2K,1
CAV1D6K,1
CAV1DCK,1
CAV1G1K,1
CAV1G5K,1
CAV1GOK,1
CAV1IJK,1
CAV1JDK,1
CAV1JSK,1
CAV1K2K,1
CAV1LRK,1
CAV1LVK,1
CAV1N2K,1
CAV1NCK,1
CAV1NQK,1
CAV1O7K,1
CAV1OOK,1
CAV1POK,1
CAV1Q5K,1
CAV1QHK,1
CAV1R4K,1
CAV1S1K,1
CAV1SEK,1
CAV1SYK,1
CAV1TAK,1
CAV1TFK,1
CAV1U5K,1
CAV1V8K,1
CAV1V9K,1
CAV1VNK,1
CAV1XIK,1
CAV1XLK,1
CAV1XMK,1
CAV1XOK,1
CAV1XUK,1
CAV1YXK,1
CAV1YZK,1
CAV1Z7K,1
CAV203K,1
CAV207K,1
CAV20AK,1
CAV21BK,1
CAV21NK,1
CAV21RK,1
CAV21SK,1
CAV21UK,0
CAV22EK,1
CAV22UK,1
CAV24SK,1
CAV259K,1
CAV25YK,1
CAV26EK,0
CAV26QK,1
CAV27TK,1
CAV27VK,1
CAV27YK,1
CAV285K,1
CAV28LK,1
CAV29CK,1
CAV29VK,1
CAV2A3K,0
CAV2A4K,1
CAV2CBK,1
CAV2D4K,1
CAV2DCK,1
CAV2DGK,0
CAV2EKK,1
CAV2ETK,1
CAV2F3K,1
CAV2F9K,1
CAV2FBK,1
CAV2FEK,1
CAV2GEK,0
CAV2H5K,1
CAV2HKK,1
CAV2HUK,1
CAV2HZK,1
CAV2I0K,1
CAV2ICK,1
CAV2IEK,1
CAV2IIK,1
CAV2IMK,1
CAV2ISK,1
CAV2IZK,1
CAV2JMK,1
CAV2JZK,1
CAV2K8K,1
CAV2KEK,1
CAV2LIK,1
CAV2MZK,1
CAV2NDK,1
CAV2NIK,1
CAV2NVK,0
CAV2NYK,1
CAV2O6K,1
CAV2OAK,1
CAV2OHK,1
CAV2OWK,0
CAV2P5K,1
CAV2PEK,1
CAV2PUK,1
CAV2QBK,1
CAV2QFK,1
CAV2QGK,1
CAV2QYK,1
CAV2R1K,1
CAV2S6K,1
CAV2SAK,1
CAV2TIK,1
CAV2TZK,1
CAV2UEK,1
CAV2USK,1
CAV2W9K,1
CAV2XDK,0
CAV2XIK,1
CAV2XLK,1
CAV2YQK,1
CAV2ZIK,1
CAV2ZPK,0
CAV2ZZK,1
CAV315K,1
CAV323K,1
CAV332K,1
CAV334K,1
CAV336K,1
CAV339K,1
CAV33DK,1
CAV33YK,1
CAV340K,1
CAV348K,1
CAV34IK,0
CAV34XK,1
CAV35UK,1
CAV35ZK,1
CAV363K,1
CAV36HK,1
CAV36NK,1
CAV36SK,1
CAV36TK,1
CAV38AK,1
CAV38PK,1
CAV38QK,1
CAV38WK,1
CAV398K,1
CAV39PK,1
CAV39RK,1
CAV39SK,1
CAV3A9K,1
CAV3ABK,1
CAV3AKK,1
CAV3ALK,1
CAV3ARK,1
CAV3B2K,0
CAV3C3K,1
CAV3C9K,1
CAV3CAK,1
CAV3CGK,1
CAV3D5K,1
CAV3DDK,1
CAV3DZK,1
CAV3EHK,1
CAV3EWK,1
CAV3F2K,1
CAV3F9K,1
CAV3FEK,1
CAV3FUK,1
CAV3FWK,0
CAV3G1K,1
CAV3IPK,1
CAV3IWK,1
CAV3J1K,1
CAV3JGK,1
CAV3JMK,1
CAV3JTK,1
CAV3JYK,0
CAV3K0K,1
CAV3K2K,1
CAV3KCK,1
CAV3KRK,1
CAV3LFK,1
CAV3LNK,1
CAV3LPK,1
CAV3LUK,0
CAV3M6K,0
CAV3MRK,1
CAV3NNK,1
CAV3NRK,1
CAV3O0K,1
CAV3O6K,1
CAV3OQK,1
CAV3OUK,1
CAV3OWK,1
CAV3PFK,1
CAV3PSK,1
CAV3PVK,1
CAV3QAK,1
CAV3QKK,1
CAV3QZK,1
CAV3RQK,1
CAV3RSK,1
CAV3S8K,1
CAV3SWK,1
CAV3TLK,1
CAV3TOK,1
CAV3U8K,1
CAV3UKK,1
CAV3VRK,1
CAV3W0K,1
CAV3W6K,1
CAV3WNK,1
CAV3WVK,0
CAV3XQK,1
CAV3Y8K,1
CAV3YKK,1
CAV3YLK,1
CAV3ZIK,1
CAV40MK,1
CAV40WK,1
CAV42ZK,1
CAV43CK,1
CAV44BK,1
CAV44OK,1
CAV44SK,1
CAV454K,1
CAV45AK,1
CAV45EK,1
CAV462K,1
CAV47EK,0
CAV47NK,1
CAV48KK,1
CAV48PK,0
CAV48VK,1
CAV49BK,1
CAV49JK,1
CAV49SK,1
CAV4A2K,1
CAV4AHK,1
CAV4BMK,1
CAV4BRK,1
CAV4BVK,1
CAV4C5K,1
CAV4CKK,1
CAV4DIK,1
CAV4DNK,1
CAV4DUK,1
CAV4F6K,1
CAV4F8K,1
CAV4FWK,1
CAV4FYK,1
CAV4GOK,1
CAV4H6K,1
CAV4ITK,1
CAV4J5K,1
CAV4JLK,1
CAV4JXK,1
CAV4KDK,1
CAV4KNK,1
CAV4LCK,1
CAV4LPK,1
CAV4LXK,0
CAV4M8K,1
CAV4MEK,1
CAV4MIK,0
CAV4N7K,1
CAV4NNK,1
CAV4NTK,0
CAV4O3K,1
CAV4PIK,1
CAV4PJK,1
CAV4Q0K,1
CAV4Q3K,1
CAV4Q6K,1
CAV4RNK,1
CAV4RQK,1
CAV4RRK,1
CAV4SNK,1
CAV4T5K,1
CAV4TRK,1
CAV4UOK,1
CAV4UZK,1
CAV4VBK,1
CAV4VSK,1
CAV4WBK,1
CAV4X0K,1
CAV4XHK,1
CAV4YCK,1
CAV4YLK,0
CAV4YOK,1
CAV4Z7K,1
CAV50JK,1
CAV511K,1
CAV51OK,1
CAV51PK,1
CAV521K,1
CAV52DK,1
CAV54XK,1
CAV552K,1
CAV55MK,1
CAV55PK,1
CAV55RK,1
CAV56YK,1
CAV573K,1
CAV577K,1
CAV58ZK,1
CAV59CK,1
CAV59EK,1
CAV59NK,1
CAV59WK,1
CAV5A4K,1
CAV5B6K,1
CAV5BHK,0
CAV5DHK,1
CAV5DIK,1
CAV5DJK,1
CAV5DLK,1
CAV5E3K,1
CAV5EDK,0
CAV5EFK,1
CAV5EMK,1
CAV5F9K,1
CAV5FEK,1
CAV5FNK,1
CAV5FQK,1
CAV5H6K,1
CAV5I0K,1
CAV5I2K,1
CAV5JVK,1
CAV5L1K,1
CAV5LCK,1
CAV5MHK,1
CAV5MZK,1
CAV5NJK,1
CAV5O5K,1
CAV5PCK,1
CAV5PXK,1
CAV5QHK,0
CAV5QRK,1
CAV5RPK,1
CAV5RQK,1
CAV5TXK,1
CAV5U5K,1
CAV5UEK,1
CAV5USK,1
CAV5X6K,1
CAV5Y8K,0
CAV5YSK,1
CAV5ZNK,1
CAV5ZQK,1
CAV613K,1
CAV61PK,0
CAV61TK,1
CAV61WK,0
CAV62LK,1
CAV62VK,1
CAV62WK,1
CAV63LK,1
CAV63SK,1
CAV63UK,1
CAV647K,1
CAV655K,1
CAV65FK,0
CAV65JK,1
CAV65WK,1
CAV65YK,0
CAV662K,1
CAV666K,1
CAV67AK,1
CAV684K,1
CAV68MK,1
CAV68ZK,1
CAV69DK,1
CAV69GK,1
CAV69JK,1
CAV6A8K,1
CAV6A9K,1
CAV6APK,1
CAV6ASK,1
CAV6BBK,1
CAV6BYK,1
CAV6DTK,1
CAV6E5K,1
CAV6EAK,1
CAV6EGK,1
CAV6F7K,1
CAV6FNK,1
CAV6GGK,1
CAV6H0K,1
CAV6HNK,0
CAV6HUK,0
CAV6I5K,1
CAV6JEK,1
CAV6JGK,1
CAV6JXK,1
CAV6KDK,1
CAV6KYK,0
CAV6LJK,1
CAV6M4K,1
CAV6MJK,1
CAV6MQK,1
CAV6N1K,1
CAV6NDK,1
CAV6NEK,1
CAV6NIK,1
CAV6NLK,1
CAV6NUK,1
CAV6NWK,1
CAV6OFK,1
CAV6OLK,1
CAV6OUK,1
CAV6OYK,1
CAV6PRK,1
CAV6PTK,1
CAV6PYK,1
CAV6Q6K,1
CAV6QMK,1
CAV6S6K,1
CAV6SQK,1
CAV6SXK,1
CAV6T4K,1
CAV6T7K,1
CAV6TCK,1
CAV6TLK,1
CAV6UJK,1
CAV6UXK,0
CAV6V6K,1
CAV6V7K,1
CAV6VQK,1
CAV6VSK,1
CAV6W1K,1
CAV6W6K,1
CAV6WKK,1
CAV6WTK,1
CAV6WXK,1
CAV6X1K,0
CAV6X7K,1
CAV6XIK,1
CAV6XXK,1
CAV6YHK,1
CAV6YTK,1
CAV6YUK,1
CAV70IK,1
CAV70RK,1
CAV70UK,1
CAV711K,1
CAV712K,1
CAV71NK,1
CAV71QK,1
CAV71ZK,1
CAV72GK,1
CAV72TK,1
CAV73KK,1
CAV742K,1
CAV745K,1
CAV74CK,1
CAV74KK,1
CAV74SK,1
CAV753K,1
CAV755K,1
CAV759K,1
CAV75DK,1
CAV76WK,1
CAV76XK,1
CAV777K,1
CAV77BK,1
CAV77JK,1
CAV77KK,1
CAV77NK,1
CAV78HK,1
CAV79KK,1
CAV79PK,1
CAV7A9K,1
CAV7AAK,1
CAV7ACK,1
CAV7ARK,1
CAV7CKK,1
CAV7CNK,1
CAV7DVK,1
CAV7E1K,1
CAV7EPK,1
CAV7FSK,1
CAV7GVK,1
CAV7H5K,1
CAV7I1K,1
CAV7IAK,1
CAV7IBK,1
CAV7JAK,1
CAV7L1K,1
CAV7LEK,1
CAV7LFK,1
CAV7LRK,1
CAV7LZK,1
CAV7M6K,1
CAV7MVK,1
CAV7NXK,1
CAV7NYK,1
CAV7OCK,1
CAV7OJK,1
CAV7P8K,1
CAV7PKK,1
CAV7PPK,1
CAV7PWK,1
CAV7Q0K,1
CAV7Q7K,1
CAV7QHK,1
CAV7QWK,1
CAV7RKK,1
CAV7SVK,1
CAV7TPK,1
CAV7U9K,1
CAV7UWK,1
CAV7UXK,1
CAV7UZK,0
CAV7V2K,1
CAV7VRK,1
CAV7WKK,1
CAV7XKK,1
CAV7XXK,1
CAV7XYK,1
CAV7XZK,1
CAV7YPK,1
CAV7YSK,1
CAV7YXK,1
CAV7ZWK,1
CAV80PK,1
CAV80TK,0
CAV81GK,1
CAV82CK,1
CAV834K,1
CAV835K,1
CAV836K,1
CAV83MK,1
CAV840K,1
CAV848K,1
CAV84JK,1
CAV84NK,1
CAV858K,0
CAV85EK,1
CAV85KK,1
CAV85LK,1
CAV872K,1
CAV87MK,1
CAV87YK,1
CAV888K,1
CAV889K,1
CAV88DK,1
CAV88SK,1
CAV89DK,1
CAV8A1K,1
CAV8A7K,1
CAV8BOK,1
CAV8C0K,1
CAV8C6K,1
CAV8DBK,1
CAV8E1K,1
CAV8EGK,1
CAV8EOK,1
CAV8EPK,1
CAV8FUK,1
CAV8G2K,0
CAV8G3K,0
CAV8GCK,1
CAV8HNK,0
CAV8I1K,1
CAV8IIK,1
CAV8K7K,1
CAV8KSK,1
CAV8KZK,1
CAV8L5K,1
CAV8LMK,1
CAV8LVK,1
CAV8LWK,1
CAV8M7K,1
CAV8MLK,1
CAV8NOK,1
CAV8OEK,1
CAV8OTK,1
CAV8PWK,0
CAV8Q0K,1
CAV8RCK,1
CAV8SGK,1
CAV8SKK,1
CAV8SMK,1
CAV8T2K,1
CAV8T4K,1
CAV8TOK,1
CAV8TPK,1
CAV8U3K,1
CAV8VPK,1
CAV8W4K,1
CAV8WJK,1
CAV8WSK,1
CAV8WXK,1
CAV8X2K,0
CAV8XKK,1
CAV8Y7K,1
CAV8Y9K,1
CAV8YOK,0
CAV8YZK,0
CAV8ZDK,1
CAV8ZOK,1
CAV908K,0
CAV91FK,1
CAV91ZK,1
CAV927K,1
CAV92KK,1
CAV92LK,1
CAV93DK,1
CAV945K,1
CAV95AK,1
CAV95NK,1
CAV95YK,1
CAV970K,1
CAV972K,1
CAV97XK,1
CAV985K,0
CAV98KK,1
CAV98WK,1
CAV994K,1
CAV99IK,1
CAV99VK,0
CAV99WK,1
CAV9A2K,1
CAV9A9K,1
CAV9AGK,1
CAV9ANK,1
CAV9AOK,1
CAV9BMK,1
CAV9CKK,1
CAV9CVK,1
CAV9D6K,0
CAV9DHK,1
CAV9FBK,1
CAV9FNK,1
CAV9GVK,1
CAV9H9K,1
CAV9I7K,1
CAV9IQK,0
CAV9J1K,1
CAV9J4K,1
CAV9JBK,1
CAV9JHK,1
CAV9KAK,1
CAV9KKK,1
CAV9KNK,1
CAV9L0K,1
CAV9L3K,0
CAV9M4K,0
CAV9M5K,1
CAV9OSK,1
CAV9P2K,1
CAV9PPK,1
CAV9R4K,1
CAV9R5K,1
CAV9RJK,1
CAV9RQK,1
CAV9S1K,1
CAV9SNK,1
CAV9T5K,1
CAV9TCK,1
CAV9TMK,1
CAV9U7K,1
CAV9UGK,1
CAV9UYK,1
CAV9VUK,1
CAV9W0K,1
CAV9W8K,1
CAV9WEK,0
CAV9WIK,1
CAV9WKK,1
CAV9WLK,1
CAV9WNK,1
CAV9WWK,1
CAV9XHK,1
CAV9YSK,1
CAV9Z7K,1
CAV9Z8K,1
CAV9ZIK,0
CAV9ZZK,1
CAVA0HK,1
CAVA0KK,1
CAVA0QK,1
CAVA18K,1
CAVA1BK,1
CAVA2BK,1
CAVA37K,1
CAVA3DK,0
CAVA3EK,1
CAVA3GK,1
CAVA4MK,1
CAVA5JK,1
CAVA67K,1
CAVA69K,1
CAVA6EK,1
CAVA87K,1
CAVA88K,1
CAVA8CK,1
CAVA8KK,1
CAVA93K,1
CAVA9QK,1
CAVAADK,1
CAVAAIK,1
CAVAAMK,1
CAVAARK,1
CAVAAWK,1
CAVAD8K,1
CAVADCK,1
CAVADGK,1
CAVAFEK,0
CAVAFKK,1
CAVAFMK,1
CAVAG1K,1
CAVAG3K,1
CAVAGHK,1
CAVAH9K,1
CAVAIFK,0
CAVAJ1K,1
CAVAJ5K,1
CAVAK7K,1
CAVAKCK,1
CAVAKZK,1
CAVAMOK,1
CAVAN3K,1
CAVANHK,1
CAVAOCK,1
CAVAOYK,1
CAVAPGK,1
CAVAPMK,1
CAVARVK,1
CAVAS2K,1
CAVASFK,1
CAVASRK,1
CAVASTK,1
CAVAUZK,1
CAVAV7K,1
CAVAV9K,1
CAVAVCK,1
CAVAVGK,0
CAVAVUK,1
CAVAWBK,1
CAVAWLK,1
CAVAWNK,1
CAVAX2K,1
CAVAX5K,1
CAVAXBK,1
CAVAXJK,0
CAVAXMK,1
CAVAXPK,1
CAVAYDK,1
CAVAYWK,1
CAVB0BK,1
CAVB0KK,1
CAVB0LK,1
CAVB1OK,1
CAVB1XK,1
CAVB2FK,1
CAVB4CK,1
CAVB4PK,1
CAVB4VK,1
CAVB53K,1
CAVB58K,1
CAVB5JK,1
CAVB6AK,1
CAVB6IK,1
CAVB79K,1
CAVB7BK,1
CAVB7FK,1
CAVB7ZK,1
CAVB87K,1
CAVB8AK,1
CAVB8TK,1
CAVB9KK,1
CAVBBIK,1
CAVBBSK,0
CAVBCAK,1
CAVBCRK,1
CAVBDNK,1
CAVBFNK,1
CAVBFXK,1
CAVBGQK,1
CAVBGUK,1
CAVBH3K,1
CAVBH5K,1
CAVBH6K,0
CAVBHJK,1
CAVBI8K,1
CAVBIIK,1
CAVBIMK,1
CAVBIRK,1
CAVBJYK,1
CAVBK7K,1
CAVBL5K,1
CAVBLAK,1
CAVBLVK,1
CAVBLYK,1
CAVBM2K,1
CAVBM4K,1
CAVBN4K,1
CAVBNCK,1
CAVBNKK,1
CAVBNPK,1
CAVBO0K,1
CAVBOCK,1
CAVBOEK,1
CAVBOMK,0
CAVBPJK,1
CAVBPOK,1
CAVBQDK,1
CAVBRDK,1
CAVBRXK,1
CAVBS2K,0
CAVBSHK,1
CAVBSIK,1
CAVBSNK,1
CAVBUXK,1
CAVBVWK,1
CAVBVXK,1
CAVBW3K,1
CAVBWFK,1
CAVBWVK,1
CAVBY7K,1
CAVBYWK,1
CAVBZ1K,1
CAVBZAK,1
CAVBZSK,1
CAVBZUK,0
CAVC04K,1
CAVC1EK,1
CAVC1IK,1
CAVC1PK,0
CAVC1SK,1
CAVC25K,1
CAVC2EK,0
CAVC2VK,1
