transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price;standard_cost
618;79;3016;27.06.2017;True;Approved;Solex;Touring;medium;large;2083,94;675,03
619;12;3493;16.03.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
620;89;864;22.06.2017;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
621;62;2510;27.03.2017;False;Approved;Solex;Standard;medium;medium;478,16;298,72
622;89;3097;14.10.2017;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
623;94;2156;01.03.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
624;0;1600;12.08.2017;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
625;82;2033;15.09.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
626;34;1999;12.06.2017;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
627;90;968;20.01.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
628;3;2060;17.02.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
629;100;2569;11.03.2017;False;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
630;92;2853;10.10.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
631;3;818;20.11.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
632;62;3164;10.09.2017;True;Approved;Solex;Standard;medium;medium;478,16;298,72
633;49;2211;10.09.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
634;83;2069;29.04.2017;False;Approved;Solex;Touring;medium;large;2083,94;675,03
635;41;2296;31.08.2017;True;Approved;Solex;Road;medium;medium;416,98;312,74
636;35;2836;02.07.2017;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
637;96;524;14.02.2017;False;Approved;WeareA2B;Road;low;small;1172,78;1043,77
638;95;1436;11.02.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
639;21;482;17.04.2017;False;Approved;Solex;Standard;medium;large;1071,23;380,74
640;95;760;05.09.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
641;93;757;19.10.2017;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
642;30;1570;05.09.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
643;0;3245;28.09.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
644;97;1841;20.08.2017;False;Approved;Solex;Standard;medium;large;202,62;151,96
645;99;3039;27.04.2017;False;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
646;3;2590;12.10.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
647;54;2175;05.03.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
648;84;485;16.10.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
649;53;606;01.11.2017;False;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
650;42;761;26.04.2017;False;Approved;OHM Cycles;Road;medium;small;1810;1610,90
651;64;3154;11.03.2017;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
652;4;1739;23.10.2017;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
653;26;2700;28.06.2017;True;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
654;56;1775;17.06.2017;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
655;8;46;12.05.2017;False;Approved;Solex;Road;medium;small;1703,52;1516,13
656;26;3470;28.12.2017;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
657;22;3190;21.02.2017;True;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
658;30;3076;04.06.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
659;0;2240;18.04.2017;True;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
660;87;2814;17.12.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
661;87;29;16.09.2017;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
662;41;2072;26.07.2017;False;Approved;Solex;Road;medium;medium;416,98;312,74
663;71;2486;15.05.2017;True;Approved;Solex;Standard;high;large;1842,92;1105,75
664;100;2383;21.01.2017;True;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
665;35;759;09.10.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
666;62;2777;16.02.2017;True;Approved;Solex;Standard;medium;medium;478,16;298,72
667;72;3109;14.06.2017;False;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
668;69;3190;03.03.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
669;68;3420;07.04.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
670;5;112;29.01.2017;False;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
671;67;2874;09.04.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
672;32;940;22.05.2017;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
673;61;1952;08.07.2017;True;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
674;69;1618;02.12.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
675;0;1817;05.07.2017;True;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
676;30;1665;26.06.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
677;0;2609;02.07.2017;False;Approved;;;;;1972,01;
678;61;626;06.08.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
679;74;693;20.12.2017;True;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
680;32;2151;31.01.2017;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
681;75;3085;05.12.2017;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
682;34;1747;23.06.2017;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
683;73;2095;10.12.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
684;99;1289;19.12.2017;False;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
685;34;2347;20.08.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
686;54;1762;19.06.2017;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
687;66;1374;16.05.2017;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
688;40;836;01.08.2017;False;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
689;88;2310;13.12.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
690;15;1371;18.11.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
691;8;1385;21.03.2017;False;Approved;Solex;Road;medium;small;1703,52;1516,13
692;36;2744;11.07.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
693;8;2999;24.01.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
694;0;294;15.06.2017;True;Approved;Solex;Road;medium;medium;416,98;312,74
695;78;1282;22.11.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
696;64;1400;06.07.2017;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
697;29;2285;21.11.2017;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
698;88;623;02.07.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
699;60;1535;13.08.2017;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
700;58;2153;02.08.2017;True;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
701;51;2477;20.11.2017;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
702;54;2368;05.01.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
703;24;211;02.10.2017;True;Approved;Solex;Road;medium;large;1777,8;820,78
704;0;1874;01.08.2017;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
705;50;2243;26.03.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
706;54;1329;05.01.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
707;86;260;18.08.2017;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
708;80;2587;02.06.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
709;41;2606;15.01.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
710;5;437;29.07.2017;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
711;35;1117;05.05.2017;True;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
712;82;2101;18.01.2017;False;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
713;47;2638;06.06.2017;True;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
714;0;2554;20.03.2017;True;Approved;Solex;Standard;medium;medium;100,35;75,26
715;65;3393;29.06.2017;False;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
716;91;1929;08.09.2017;True;Approved;Solex;Standard;medium;medium;100,35;75,26
717;5;2167;23.02.2017;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
718;13;2618;16.11.2017;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
719;95;1753;03.12.2017;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
720;0;1480;16.10.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
721;5;364;19.12.2017;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
722;27;633;04.01.2017;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
723;19;1284;28.07.2017;False;Approved;OHM Cycles;Road;high;large;12,01;7,21
724;53;521;29.07.2017;True;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
725;29;2839;13.12.2017;True;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
726;71;352;25.01.2017;False;Approved;Solex;Standard;high;large;1842,92;1105,75
727;94;3486;09.12.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
728;14;3048;09.10.2017;True;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
729;52;1791;15.01.2017;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
730;62;1721;09.09.2017;True;Approved;Solex;Standard;high;medium;1024,66;614,80
731;0;411;09.02.2017;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
732;35;1644;08.12.2017;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
733;50;679;12.05.2017;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
734;74;2989;30.04.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
735;32;2485;18.07.2017;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
736;55;459;30.06.2017;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
737;42;669;10.01.2017;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
738;26;2894;21.01.2017;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
739;37;2184;16.08.2017;False;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
740;3;2908;06.02.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
741;56;1340;02.12.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
742;0;2419;09.11.2017;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
743;28;445;22.02.2017;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
744;78;463;20.03.2017;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
745;69;255;03.11.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
746;98;1210;31.05.2017;True;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
747;32;3499;21.06.2017;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
748;80;2865;30.12.2017;True;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
749;9;2167;17.07.2017;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
750;75;2195;28.12.2017;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
751;14;1754;10.05.2017;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
752;59;1881;29.10.2017;True;Approved;Solex;Standard;medium;large;1061,56;733,58
753;22;1216;07.05.2017;False;Cancelled;WeareA2B;Standard;medium;medium;60,34;45,26
754;85;1192;02.09.2017;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
755;53;229;11.08.2017;True;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
756;60;2383;14.07.2017;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
757;27;2488;25.01.2017;False;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
758;94;3278;09.11.2017;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
759;94;3435;05.07.2017;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
760;8;1068;22.06.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
761;4;2428;20.12.2017;;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
762;6;2055;27.06.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
763;44;1084;10.12.2017;False;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
764;69;3435;28.06.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
765;75;57;13.05.2017;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
766;93;418;26.07.2017;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
767;31;2554;06.04.2017;True;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
768;81;2810;15.10.2017;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
769;69;285;09.01.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
770;4;2414;10.09.2017;;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
771;95;1286;13.03.2017;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
772;58;1694;10.05.2017;True;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
773;39;2265;26.09.2017;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
774;12;3402;06.10.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
775;31;94;04.09.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
776;64;2701;16.04.2017;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
777;35;3335;04.02.2017;True;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
778;90;1580;05.11.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
779;2;2832;15.06.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
780;94;1608;01.10.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
781;0;897;10.05.2017;True;Approved;;;;;311,54;
782;69;3220;12.02.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
783;0;2453;07.08.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
784;81;2755;05.11.2017;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
785;34;3094;03.02.2017;True;Approved;Norco Bicycles;Road;high;large;774,53;464,72
786;0;666;14.04.2017;True;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
787;67;2981;25.05.2017;False;Approved;Solex;Standard;medium;large;1071,23;380,74
788;89;1739;28.08.2017;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
789;69;1877;03.07.2017;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
790;18;2346;29.03.2017;False;Approved;Solex;Standard;medium;medium;575,27;431,45
791;64;1147;18.07.2017;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
792;80;3061;15.09.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
793;3;283;27.04.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
794;71;1030;20.11.2017;True;Approved;Solex;Standard;high;large;1842,92;1105,75
795;5;2035;05.06.2017;True;Cancelled;Trek Bicycles;Mountain;low;medium;574,64;459,71
796;71;1411;15.10.2017;False;Approved;Solex;Standard;high;large;1842,92;1105,75
797;30;269;08.02.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
798;3;729;06.11.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
799;3;2508;04.11.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
800;87;1200;03.08.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
801;21;1432;09.10.2017;False;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
802;36;772;28.12.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
803;67;398;12.04.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
804;12;475;21.03.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
805;34;1753;22.01.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
806;82;3028;21.06.2017;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
807;12;3284;17.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
808;99;2158;10.11.2017;False;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
809;41;357;27.07.2017;False;Approved;Solex;Road;medium;medium;416,98;312,74
810;47;1016;16.08.2017;True;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
811;19;700;10.07.2017;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
812;42;2153;13.07.2017;False;Approved;OHM Cycles;Road;medium;small;1810;1610,90
813;76;673;26.01.2017;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
814;0;928;24.07.2017;False;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
815;22;3421;19.10.2017;True;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
816;95;892;08.09.2017;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
817;18;2672;07.05.2017;False;Approved;Solex;Standard;medium;medium;575,27;431,45
818;98;2989;22.03.2017;False;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
819;38;2306;12.05.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
820;32;3467;08.10.2017;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
821;2;3091;24.01.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
822;45;995;11.02.2017;True;Approved;Solex;Standard;medium;medium;441,49;84,99
823;51;56;07.05.2017;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
824;75;3256;20.06.2017;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
825;30;513;03.01.2017;True;Approved;Solex;Standard;high;medium;748,17;448,90
826;2;1307;20.09.2017;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
827;27;532;03.08.2017;True;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
828;36;1331;10.04.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
829;1;1060;04.02.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
830;82;2509;08.11.2017;True;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
831;23;2524;25.01.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
832;16;98;30.07.2017;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
833;44;3175;14.03.2017;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
834;88;1893;23.10.2017;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
835;18;1477;17.11.2017;False;Approved;Solex;Standard;medium;medium;575,27;431,45
836;46;40;16.12.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
837;76;1791;11.03.2017;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
838;85;2288;20.10.2017;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
839;54;1779;03.01.2017;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
840;30;3263;07.12.2017;True;Approved;Solex;Standard;high;medium;748,17;448,90
841;45;955;16.01.2017;True;Approved;Solex;Standard;medium;medium;441,49;84,99
842;0;294;06.09.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
843;21;2783;11.02.2017;True;Approved;Solex;Standard;medium;large;1071,23;380,74
844;40;3412;09.07.2017;;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
845;81;1003;14.04.2017;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
846;95;1051;26.03.2017;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
847;54;183;28.02.2017;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
848;38;959;28.08.2017;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
849;57;27;18.07.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
850;93;2207;08.02.2017;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
851;0;3086;12.12.2017;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
852;4;637;28.09.2017;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
853;56;1190;21.08.2017;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
854;32;2177;25.03.2017;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
855;2;1671;15.06.2017;False;Approved;Solex;Standard;medium;medium;71,49;53,62
856;0;2247;12.02.2017;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
857;32;2344;10.09.2017;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
858;81;2440;08.03.2017;True;Cancelled;Norco Bicycles;Standard;medium;small;586,45;521,94
859;40;967;13.03.2017;True;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
860;78;467;22.02.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
861;16;2628;10.07.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
862;92;71;21.08.2017;False;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
863;100;2412;07.03.2017;True;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
864;95;565;03.01.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
865;56;1211;23.01.2017;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
866;87;79;13.11.2017;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
867;45;1731;14.04.2017;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
868;88;2685;15.06.2017;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
869;98;3187;23.07.2017;False;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
870;19;3078;19.01.2017;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
871;38;3488;22.10.2017;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
872;68;1970;24.07.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
873;78;3180;17.05.2017;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
874;73;2054;25.07.2017;True;Approved;Solex;Standard;medium;medium;1945,43;333,18
875;86;178;21.10.2017;True;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
876;40;2341;02.07.2017;True;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
877;7;1082;13.11.2017;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
878;1;1980;06.06.2017;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
879;3;2101;09.11.2017;True;Cancelled;Trek Bicycles;Standard;medium;large;2091,47;388,92
880;45;1512;18.03.2017;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
881;43;1770;20.11.2017;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
882;66;1537;11.05.2017;True;Approved;Giant Bicycles;Road;low;small;590,26;525,33
883;38;247;09.09.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
884;51;257;13.09.2017;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
885;36;482;23.02.2017;True;Approved;Solex;Standard;low;medium;945,04;507,58
886;8;1298;24.02.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
887;41;2448;14.10.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
888;55;461;10.12.2017;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
889;87;3326;14.08.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
890;100;2140;01.02.2017;True;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
891;40;943;09.09.2017;True;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
892;0;2384;23.07.2017;True;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
893;66;1978;17.12.2017;False;Cancelled;Giant Bicycles;Road;low;small;590,26;525,33
894;6;2997;29.06.2017;True;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
895;39;2025;16.02.2017;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
896;53;43;04.01.2017;False;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
897;46;1935;02.10.2017;True;Approved;Solex;Standard;low;medium;1289,85;74,51
898;0;1710;03.04.2017;True;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
899;96;1513;30.07.2017;True;Approved;WeareA2B;Road;low;small;1172,78;1043,77
900;77;2567;09.08.2017;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
901;59;3433;09.02.2017;False;Approved;Solex;Standard;medium;large;1061,56;733,58
902;0;6;21.05.2017;False;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
903;81;2688;10.05.2017;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
904;67;3195;02.04.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
905;2;405;12.10.2017;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
906;60;1060;26.06.2017;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
907;5;2684;16.10.2017;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
908;93;1853;17.07.2017;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
909;27;399;20.04.2017;False;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
910;84;3285;11.12.2017;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
911;36;2473;11.05.2017;True;Approved;Solex;Standard;low;medium;945,04;507,58
912;89;3044;19.02.2017;True;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
913;93;367;26.03.2017;True;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
914;85;2537;29.10.2017;True;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
915;39;2756;16.03.2017;;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
916;76;1368;27.02.2017;True;Approved;WeareA2B;Standard;low;medium;642,31;513,85
917;53;224;15.11.2017;True;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
918;35;2281;30.04.2017;;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
919;86;1405;18.03.2017;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
920;78;2309;26.01.2017;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
921;53;2734;19.10.2017;True;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
922;9;1527;04.03.2017;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
923;69;1181;04.06.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
924;2;295;19.09.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
925;86;1186;14.09.2017;True;Cancelled;OHM Cycles;Standard;medium;medium;235,63;125,07
926;23;949;17.04.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
927;63;2378;29.09.2017;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
